时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-20 18:49:11,,wlingshuang,,,,开始进服,,,,,xuid=2535406233269757
2023-04-20 18:50:08,,wlingshuang,,,,离开服务器,,,,,
2023-04-20 18:50:38,,wlingshuang,,,,开始进服,,,,,xuid=2535406233269757
2023-04-20 18:51:49,,wlingshuang,,,,离开服务器,,,,,
2023-04-21 08:37:05,,VWERTYUIOP6809,,,,开始进服,,,,,xuid=2535456956320353
2023-04-21 08:37:38,主世界,VWERTYUIOP6809,495,65,773,进入服务器,,,,,xuid=2535456956320353
2023-04-21 08:38:25,,VWERTYUIOP6809,,,,离开服务器,,,,,
2023-04-21 08:39:30,,VWERTYUIOP6809,,,,开始进服,,,,,xuid=2535456956320353
2023-04-21 08:39:56,主世界,VWERTYUIOP6809,495,65,773,进入服务器,,,,,xuid=2535456956320353
2023-04-21 08:39:59,主世界,VWERTYUIOP6809,495,65,773,使用物品点击方块,minecraft:bell,495,64,772,使用物品： 类型：
2023-04-21 08:39:59,主世界,VWERTYUIOP6809,495,65,773,方块接受玩家互动,minecraft:bell,495,64,772,
2023-04-21 08:40:01,主世界,VWERTYUIOP6809,495,65,773,使用物品点击方块,minecraft:bell,495,64,772,使用物品： 类型：
2023-04-21 08:40:01,主世界,VWERTYUIOP6809,495,65,773,方块接受玩家互动,minecraft:bell,495,64,772,
2023-04-21 08:40:01,主世界,VWERTYUIOP6809,495,65,773,使用物品点击方块,minecraft:bell,495,64,772,使用物品： 类型：
2023-04-21 08:40:01,主世界,VWERTYUIOP6809,495,65,773,方块接受玩家互动,minecraft:bell,495,64,772,
2023-04-21 08:40:17,主世界,VWERTYUIOP6809,493,65,776,使用物品点击方块,minecraft:jukebox,493,63,776,使用物品：音乐唱片 类型：minecraft:music_disc_mellohi
2023-04-21 08:40:21,主世界,VWERTYUIOP6809,493,66,776,使用物品点击方块,minecraft:jukebox,493,63,776,使用物品： 类型：
2023-04-21 08:40:21,主世界,VWERTYUIOP6809,493,66,776,捡起物品,音乐唱片,493,64,776,1个
2023-04-21 08:40:27,主世界,VWERTYUIOP6809,493,66,761,使用物品点击方块,minecraft:stone,497,65,758,使用物品： 类型：
2023-04-21 08:40:50,主世界,VWERTYUIOP6809,495,65,765,使用物品点击方块,minecraft:shulker_box,496,62,764,使用物品： 类型：
2023-04-21 08:40:50,主世界,VWERTYUIOP6809,495,65,765,打开容器,minecraft:shulker_box,496,62,764,
2023-04-21 08:40:50,主世界,VWERTYUIOP6809,495,65,765,方块接受玩家互动,minecraft:shulker_box,496,62,764,
2023-04-21 08:40:52,主世界,VWERTYUIOP6809,495,65,765,关闭容器,minecraft:shulker_box,496,62,764,
2023-04-21 08:40:52,主世界,VWERTYUIOP6809,495,65,765,使用物品点击方块,minecraft:undyed_shulker_box,495,62,764,使用物品： 类型：
2023-04-21 08:40:52,主世界,VWERTYUIOP6809,495,65,765,打开容器,minecraft:undyed_shulker_box,495,62,764,
2023-04-21 08:40:52,主世界,VWERTYUIOP6809,495,65,765,方块接受玩家互动,minecraft:undyed_shulker_box,495,62,764,
2023-04-21 08:40:54,主世界,VWERTYUIOP6809,495,65,765,关闭容器,minecraft:undyed_shulker_box,495,62,764,
2023-04-21 08:40:54,主世界,VWERTYUIOP6809,495,65,765,使用物品点击方块,minecraft:shulker_box,494,62,764,使用物品： 类型：
2023-04-21 08:40:54,主世界,VWERTYUIOP6809,495,65,765,打开容器,minecraft:shulker_box,494,62,764,
2023-04-21 08:40:54,主世界,VWERTYUIOP6809,495,65,765,方块接受玩家互动,minecraft:shulker_box,494,62,764,
2023-04-21 08:40:58,主世界,VWERTYUIOP6809,495,65,765,向容器放入物品,minecraft:shulker_box,494,62,764,向第4号槽 放入1个 Manyullyn Mattock
2023-04-21 08:40:58,主世界,VWERTYUIOP6809,495,65,765,从容器取出物品,minecraft:shulker_box,494,62,764,从第11号槽 取出1个 Manyullyn Mattock
2023-04-21 08:41:00,主世界,VWERTYUIOP6809,495,65,765,从容器取出物品,minecraft:shulker_box,494,62,764,从第3号槽 取出1个 Molten Pig Iron Bucket
2023-04-21 08:41:00,主世界,VWERTYUIOP6809,495,65,765,向容器放入物品,minecraft:shulker_box,494,62,764,向第11号槽 放入1个 Molten Pig Iron Bucket
2023-04-21 08:41:03,主世界,VWERTYUIOP6809,495,65,765,从容器取出物品,minecraft:shulker_box,494,62,764,从第25号槽 取出64个 Copper Binding
2023-04-21 08:41:03,主世界,VWERTYUIOP6809,495,65,765,向容器放入物品,minecraft:shulker_box,494,62,764,向第17号槽 放入64个 Copper Binding
2023-04-21 08:41:06,主世界,VWERTYUIOP6809,495,65,765,关闭容器,minecraft:shulker_box,494,62,764,
2023-04-21 08:41:07,主世界,VWERTYUIOP6809,495,65,765,使用物品点击方块,minecraft:shulker_box,494,62,764,使用物品： 类型：
2023-04-21 08:41:07,主世界,VWERTYUIOP6809,495,65,765,打开容器,minecraft:shulker_box,494,62,764,
2023-04-21 08:41:07,主世界,VWERTYUIOP6809,495,65,765,方块接受玩家互动,minecraft:shulker_box,494,62,764,
2023-04-21 08:41:08,主世界,VWERTYUIOP6809,495,65,765,关闭容器,minecraft:shulker_box,494,62,764,
2023-04-21 08:41:09,主世界,VWERTYUIOP6809,495,65,765,使用物品点击方块,minecraft:shulker_box,495,62,763,使用物品： 类型：
2023-04-21 08:41:09,主世界,VWERTYUIOP6809,495,65,765,打开容器,minecraft:shulker_box,495,62,763,
2023-04-21 08:41:09,主世界,VWERTYUIOP6809,495,65,765,方块接受玩家互动,minecraft:shulker_box,495,62,763,
2023-04-21 08:41:12,主世界,VWERTYUIOP6809,495,65,765,向容器放入物品,minecraft:shulker_box,495,62,763,向第17号槽 放入64个 Block of Raw Cobalt
2023-04-21 08:41:12,主世界,VWERTYUIOP6809,495,65,765,从容器取出物品,minecraft:shulker_box,495,62,763,从第23号槽 取出64个 Block of Raw Cobalt
2023-04-21 08:41:18,主世界,VWERTYUIOP6809,495,65,765,向容器放入物品,minecraft:shulker_box,495,62,763,向第23号槽 放入64个 Punji Sticks
2023-04-21 08:41:18,主世界,VWERTYUIOP6809,495,65,765,从容器取出物品,minecraft:shulker_box,495,62,763,从第18号槽 取出64个 Punji Sticks
