时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-16 06:28:29,主世界,Noahland109,-50268,66,68,玩家死亡,,,,,
2023-05-16 06:28:29,,Noahland109,,,,离开服务器,,,,,
2023-05-16 06:28:29,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-3790478288105533002
2023-05-16 06:29:25,主世界,Noahland109,-50268,66,68,玩家死亡,,,,,
2023-05-16 06:29:25,,Noahland109,,,,离开服务器,,,,,
2023-05-16 06:29:25,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-1036043862525713102
2023-05-16 06:29:42,主世界,Noahland109,-50268,66,68,玩家死亡,,,,,
2023-05-16 06:29:42,,Noahland109,,,,离开服务器,,,,,
2023-05-16 06:29:42,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-16116152674926846796
2023-05-16 17:35:11,,,,,,执行后台命令,allowlist add zzhaichusho,,,,
2023-05-16 17:35:23,,,,,,执行后台命令,allowlist remove zzhuaichusho,,,,
2023-05-16 17:35:26,,,,,,执行后台命令,allowlist add zzhaichusho,,,,
2023-05-16 17:37:31,,,,,,执行后台命令,allowlist remove zzhuaichusho,,,,
2023-05-16 17:37:41,,,,,,执行后台命令,allowlist remove zzhaichusho,,,,
2023-05-16 17:37:51,,,,,,执行后台命令,allowlist add zzhuichusho,,,,
2023-05-16 17:38:58,,zzhuichusho,,,,开始进服,,,,,xuid=2535446165865505
2023-05-16 17:39:24,主世界,zzhuichusho,-62,65,-62,进入服务器,,,,,xuid=2535446165865505
2023-05-16 17:39:33,主世界,zzhuichusho,-62,65,-62,聊天,来了,,,,
2023-05-16 17:39:36,主世界,zzhuichusho,-62,65,-62,使用物品点击方块,minecraft:stonebrick,-61,63,-62,使用物品：菜单 类型：pa:menu
2023-05-16 17:39:36,主世界,zzhuichusho,-62,65,-62,放置方块,minecraft:stonebrick,-61,63,-62,
2023-05-16 17:39:36,主世界,zzhuichusho,-62,65,-62,使用物品,菜单,,,,类型：pa:menu
2023-05-16 17:39:41,主世界,zzhuichusho,-62,65,-62,使用物品,菜单,,,,类型：pa:menu
2023-05-16 17:39:41,主世界,zzhuichusho,-62,65,-62,使用物品,菜单,,,,类型：pa:menu
2023-05-16 17:39:41,主世界,zzhuichusho,-62,65,-62,使用物品,菜单,,,,类型：pa:menu
2023-05-16 17:40:04,主世界,zzhuichusho,0,303,13,使用物品点击方块,minecraft:polished_blackstone_button,0,302,13,使用物品： 类型：
2023-05-16 17:40:04,主世界,zzhuichusho,0,303,13,方块接受玩家互动,minecraft:polished_blackstone_button,0,302,13,
2023-05-16 17:40:04,主世界,zzhuichusho,-62,65,-62,使用物品点击方块,minecraft:stone_brick_stairs,-62,63,-58,使用物品： 类型：
2023-05-16 17:40:15,主世界,zzhuichusho,-59,68,-57,使用物品,菜单,,,,类型：pa:menu
2023-05-16 17:40:31,主世界,zzhuichusho,1,303,-2,使用物品点击方块,minecraft:trapped_chest,0,301,-4,使用物品：菜单 类型：pa:menu
2023-05-16 17:40:31,主世界,zzhuichusho,1,303,-2,打开容器,minecraft:trapped_chest,0,301,-4,
2023-05-16 17:40:31,主世界,zzhuichusho,1,303,-2,方块接受玩家互动,minecraft:trapped_chest,0,301,-4,
2023-05-16 17:40:32,主世界,zzhuichusho,0,199,-4,关闭容器,minecraft:trapped_chest,0,301,-4,
2023-05-16 17:40:35,主世界,zzhuichusho,0,73,-4,玩家死亡,,,,,
2023-05-16 17:40:35,主世界,zzhuichusho,0,73,-4,重生,,,,,
2023-05-16 17:41:08,,zzhuichusho,,,,离开服务器,,,,,
