时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-03-21 01:01:18,,,,,,执行后台命令,stop,,,,
2023-03-21 01:14:58,,,,,,执行后台命令,stop,,,,
2023-03-21 01:58:47,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-03-21 01:59:01,主世界,RichLi4307,3,7,10,进入服务器,,,,,xuid=2535431188612282
2023-03-21 01:59:09,,RichLi4307,,,,离开服务器,,,,,
2023-03-21 03:01:55,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-03-21 03:03:28,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-03-21 03:03:47,主世界,RichLi4307,3,7,10,进入服务器,,,,,xuid=2535431188612282
2023-03-21 03:03:51,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:03:51,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:03:51,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:03:51,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:03:53,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:03:53,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:04:00,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:04:00,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:04:01,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:04:01,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:04:02,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:04:02,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:04:04,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:04:04,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:04:05,主世界,RichLi4307,3,7,10,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:04:05,主世界,RichLi4307,3,7,10,食用食物,菜单,,,,
2023-03-21 03:04:27,主世界,RichLi4307,17,9,-13,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品：菜单 类型：pa:menu
2023-03-21 03:04:27,主世界,RichLi4307,17,9,-13,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:04:33,主世界,RichLi4307,17,9,-13,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品： 类型：
2023-03-21 03:04:33,主世界,RichLi4307,17,9,-13,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:04:34,主世界,RichLi4307,17,9,-13,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品： 类型：
2023-03-21 03:04:34,主世界,RichLi4307,17,9,-13,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:04:50,,,,,,执行后台命令,op @a,,,,
2023-03-21 03:04:55,主世界,RichLi4307,17,9,-13,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品： 类型：
2023-03-21 03:04:55,主世界,RichLi4307,17,9,-13,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:04:55,主世界,RichLi4307,17,9,-13,打开容器,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:05:10,主世界,RichLi4307,17,9,-13,使用物品点击方块,minecraft:chain_command_block,18,7,-12,使用物品： 类型：
2023-03-21 03:05:10,主世界,RichLi4307,17,9,-13,方块接受玩家互动,minecraft:chain_command_block,18,7,-12,
2023-03-21 03:05:10,主世界,RichLi4307,17,9,-13,打开容器,minecraft:chain_command_block,18,7,-12,
2023-03-21 03:05:18,主世界,RichLi4307,19,9,-15,使用物品点击方块,minecraft:chain_command_block,20,7,-12,使用物品： 类型：
2023-03-21 03:05:18,主世界,RichLi4307,19,9,-15,方块接受玩家互动,minecraft:chain_command_block,20,7,-12,
2023-03-21 03:05:18,主世界,RichLi4307,19,9,-15,打开容器,minecraft:chain_command_block,20,7,-12,
2023-03-21 03:05:41,主世界,RichLi4307,10,9,-13,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:05:41,主世界,RichLi4307,10,9,-13,食用食物,菜单,,,,
2023-03-21 03:05:45,主世界,RichLi4307,15,9,-13,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品：菜单 类型：pa:menu
2023-03-21 03:05:45,主世界,RichLi4307,15,9,-13,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:05:45,主世界,RichLi4307,15,9,-13,打开容器,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:05:49,主世界,RichLi4307,16,9,-14,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品：菜单 类型：pa:menu
2023-03-21 03:05:49,主世界,RichLi4307,16,9,-14,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:05:49,主世界,RichLi4307,16,9,-14,打开容器,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:05:54,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:05:54,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:05:58,主世界,RichLi4307,16,9,-14,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品：菜单 类型：pa:menu
2023-03-21 03:05:58,主世界,RichLi4307,16,9,-14,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:05:58,主世界,RichLi4307,16,9,-14,打开容器,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:06:21,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:21,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:22,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:22,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:23,主世界,RichLi4307,16,9,-14,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品：菜单 类型：pa:menu
2023-03-21 03:06:23,主世界,RichLi4307,16,9,-14,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:06:23,主世界,RichLi4307,16,9,-14,打开容器,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:06:25,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:25,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:26,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:26,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:27,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:27,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:30,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:30,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:31,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:31,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:32,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:32,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:38,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:38,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:39,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:39,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:40,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:40,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:41,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:41,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:44,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:44,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:45,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:45,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:46,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:46,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:06:47,主世界,RichLi4307,16,9,-14,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:06:47,主世界,RichLi4307,16,9,-14,食用食物,菜单,,,,
2023-03-21 03:07:41,主世界,RichLi4307,-10181,75,5718,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:07:41,主世界,RichLi4307,-10181,75,5718,食用食物,菜单,,,,
2023-03-21 03:07:53,主世界,RichLi4307,-2,303,13,使用物品点击方块,minecraft:polished_blackstone_button,-2,302,13,使用物品：菜单 类型：pa:menu
2023-03-21 03:07:53,主世界,RichLi4307,-2,303,13,方块接受玩家互动,minecraft:polished_blackstone_button,-2,302,13,
2023-03-21 03:08:11,主世界,RichLi4307,-65,65,-9,使用物品点击方块,minecraft:grass,-64,62,-10,使用物品：骷髅刷怪蛋 20 生命值  类型：minecraft:skeleton_spawn_egg
2023-03-21 03:08:11,主世界,RichLi4307,-65,65,-9,放置方块,minecraft:grass,-64,62,-10,
2023-03-21 03:08:13,主世界,RichLi4307,-65,65,-9,攻击,骷髅,-64,63,-10,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-21 03:08:13,主世界,骷髅,-64,63,-10,生物死亡,,,,,由于RichLi4307的攻击
2023-03-21 03:08:13,主世界,RichLi4307,-65,65,-9,捡起物品,弓 384,-64,63,-10,1个
2023-03-21 03:08:22,主世界,RichLi4307,-47,66,-8,使用物品,菜单,,,,类型：pa:menu
2023-03-21 03:08:22,主世界,RichLi4307,-47,66,-8,食用食物,菜单,,,,
2023-03-21 03:08:29,主世界,RichLi4307,3,303,13,使用物品点击方块,minecraft:polished_blackstone_button,2,302,13,使用物品：菜单 类型：pa:menu
2023-03-21 03:08:29,主世界,RichLi4307,3,303,13,方块接受玩家互动,minecraft:polished_blackstone_button,2,302,13,
2023-03-21 03:08:45,主世界,RichLi4307,21,11,-3,使用物品点击方块,minecraft:chain_command_block,22,9,-1,使用物品：菜单 类型：pa:menu
2023-03-21 03:08:45,主世界,RichLi4307,21,11,-3,方块接受玩家互动,minecraft:chain_command_block,22,9,-1,
2023-03-21 03:08:45,主世界,RichLi4307,21,11,-3,打开容器,minecraft:chain_command_block,22,9,-1,
2023-03-21 03:08:51,,RichLi4307,,,,离开服务器,,,,,
2023-03-21 03:12:48,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-03-21 03:13:03,主世界,RichLi4307,21,11,-3,进入服务器,,,,,xuid=2535431188612282
2023-03-21 03:13:17,主世界,RichLi4307,22,11,1,使用物品点击方块,minecraft:repeating_command_block,23,9,1,使用物品：菜单 类型：pa:menu
2023-03-21 03:13:17,主世界,RichLi4307,22,11,1,方块接受玩家互动,minecraft:repeating_command_block,23,9,1,
2023-03-21 03:13:17,主世界,RichLi4307,22,11,1,打开容器,minecraft:repeating_command_block,23,9,1,
2023-03-21 03:13:30,主世界,RichLi4307,17,7,-16,使用物品点击方块,minecraft:chain_command_block,18,7,-16,使用物品：菜单 类型：pa:menu
2023-03-21 03:13:30,主世界,RichLi4307,17,7,-16,方块接受玩家互动,minecraft:chain_command_block,18,7,-16,
2023-03-21 03:13:30,主世界,RichLi4307,17,7,-16,打开容器,minecraft:chain_command_block,18,7,-16,
2023-03-21 03:13:37,主世界,RichLi4307,16,9,-13,使用物品点击方块,minecraft:chain_command_block,17,7,-12,使用物品：菜单 类型：pa:menu
2023-03-21 03:13:37,主世界,RichLi4307,16,9,-13,方块接受玩家互动,minecraft:chain_command_block,17,7,-12,
2023-03-21 03:13:37,主世界,RichLi4307,16,9,-13,打开容器,minecraft:chain_command_block,17,7,-12,
