时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-11 08:50:09,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-14216614728862729498
2023-04-11 13:20:47,,DeluxeCape60934,,,,开始进服,,,,,xuid=2535424647856388
2023-04-11 13:20:59,,DeluxeCape60934,,,,离开服务器,,,,,
2023-04-11 13:22:20,,DeluxeCape60934,,,,开始进服,,,,,xuid=2535424647856388
2023-04-11 13:22:40,主世界,DeluxeCape60934,-139,38,444,进入服务器,,,,,xuid=2535424647856388
2023-04-11 13:22:48,主世界,DeluxeCape60934,-139,38,444,使用物品,木镐 +2 59,,,,类型：minecraft:wooden_pickaxe
2023-04-11 13:22:50,主世界,DeluxeCape60934,-139,38,444,破坏方块,minecraft:stone,-139,37,444,
2023-04-11 13:22:50,主世界,DeluxeCape60934,-139,38,444,捡起物品,圆石,-138,37,444,1个
2023-04-11 13:22:51,主世界,DeluxeCape60934,-139,38,444,破坏方块,minecraft:stone,-139,36,444,
2023-04-11 13:22:52,主世界,DeluxeCape60934,-139,38,444,捡起物品,圆石,-138,37,444,1个
2023-04-11 13:22:52,主世界,DeluxeCape60934,-139,38,444,使用物品点击方块,minecraft:crafting_table,-139,35,443,使用物品：木镐 +2 59 类型：minecraft:wooden_pickaxe
2023-04-11 13:22:52,主世界,DeluxeCape60934,-139,38,444,打开容器,minecraft:crafting_table,-139,35,443,
2023-04-11 13:23:18,主世界,DeluxeCape60934,-139,38,444,使用物品点击方块,minecraft:stone,-140,37,444,使用物品： 类型：
2023-04-11 13:23:20,主世界,DeluxeCape60934,-139,38,444,使用物品,石镐 +3 131,,,,类型：minecraft:stone_pickaxe
2023-04-11 13:23:21,主世界,DeluxeCape60934,-139,38,444,破坏方块,minecraft:stone,-139,37,445,
2023-04-11 13:23:22,主世界,DeluxeCape60934,-139,38,444,破坏方块,minecraft:stone,-139,36,445,
2023-04-11 13:23:22,主世界,DeluxeCape60934,-139,38,444,捡起物品,圆石,-138,37,446,1个
