时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-10 23:34:09,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-8821784889220478064
2023-04-11 02:37:10,,,,,,执行后台命令,allowlist add DeluxeCape60934,,,,
2023-04-11 02:37:14,,,,,,执行后台命令,allowlist add DeluxeCape60934,,,,
2023-04-11 02:37:23,,,,,,执行后台命令,allowlist add DeluxeCape60934,,,,
2023-04-11 02:52:06,,DeluxeCape60934,,,,开始进服,,,,,xuid=2535424647856388
2023-04-11 02:52:22,主世界,DeluxeCape60934,-62,65,-62,进入服务器,,,,,xuid=2535424647856388
2023-04-11 02:52:27,主世界,DeluxeCape60934,-62,65,-66,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:30,主世界,DeluxeCape60934,-69,65,-77,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:snow_layer,-74,64,-80,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:snow_layer,-74,64,-80,
2023-04-11 02:52:33,主世界,DeluxeCape60934,-69,65,-77,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:snow_layer,-74,64,-80,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:snow_layer,-74,64,-80,
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:snow_layer,-74,64,-80,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:snow_layer,-74,64,-80,
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:snow_layer,-74,64,-80,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:snow_layer,-74,64,-80,
2023-04-11 02:52:33,主世界,DeluxeCape60934,-71,66,-80,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:40,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:log,-76,64,-81,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:40,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:log,-76,64,-81,
2023-04-11 02:52:40,主世界,DeluxeCape60934,-71,66,-80,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:41,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:log,-76,64,-81,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:41,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:log,-76,64,-81,
2023-04-11 02:52:41,主世界,DeluxeCape60934,-71,66,-80,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:42,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:log,-76,64,-81,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:42,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:log,-76,64,-81,
2023-04-11 02:52:42,主世界,DeluxeCape60934,-71,66,-80,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:42,主世界,DeluxeCape60934,-71,66,-80,使用物品点击方块,minecraft:log,-76,64,-81,使用物品：菜单 类型：pa:menu
2023-04-11 02:52:42,主世界,DeluxeCape60934,-71,66,-80,放置方块,minecraft:log,-76,64,-81,
2023-04-11 02:52:42,主世界,DeluxeCape60934,-71,66,-80,使用物品,菜单,,,,类型：pa:menu
2023-04-11 02:52:51,主世界,DeluxeCape60934,-75,66,-80,玩家死亡,,,,,
2023-04-11 02:52:58,主世界,DeluxeCape60934,-75,66,-80,重生,,,,,
2023-04-11 02:53:03,主世界,DeluxeCape60934,-65,65,-75,使用物品点击方块,minecraft:snow_layer,-72,64,-77,使用物品： 类型：
2023-04-11 02:53:03,主世界,DeluxeCape60934,-66,65,-74,攻击,僵尸,-66,63,-75,使用物品： 类型：
2023-04-11 02:53:03,主世界,DeluxeCape60934,-66,65,-74,攻击,僵尸,-67,64,-76,使用物品： 类型：
2023-04-11 02:53:03,主世界,DeluxeCape60934,-66,65,-74,使用物品点击方块,minecraft:snow_layer,-70,64,-75,使用物品： 类型：
2023-04-11 02:53:03,主世界,DeluxeCape60934,-66,65,-74,使用物品点击方块,minecraft:grass,-71,63,-76,使用物品： 类型：
2023-04-11 02:53:04,主世界,DeluxeCape60934,-66,65,-74,攻击,僵尸,-67,63,-76,使用物品： 类型：
2023-04-11 02:53:04,主世界,DeluxeCape60934,-66,65,-75,攻击,僵尸,-67,64,-76,使用物品： 类型：
2023-04-11 02:53:04,主世界,DeluxeCape60934,-66,65,-74,攻击,僵尸,-67,64,-77,使用物品： 类型：
2023-04-11 02:53:06,主世界,DeluxeCape60934,-66,65,-76,攻击,僵尸,-67,63,-78,使用物品： 类型：
2023-04-11 02:53:06,主世界,DeluxeCape60934,-66,65,-76,攻击,僵尸,-67,64,-78,使用物品： 类型：
2023-04-11 02:53:06,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-68,64,-79,使用物品： 类型：
2023-04-11 02:53:06,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-68,63,-79,使用物品： 类型：
2023-04-11 02:53:07,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-68,64,-80,使用物品： 类型：
2023-04-11 02:53:07,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-68,64,-80,使用物品： 类型：
2023-04-11 02:53:07,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-68,63,-80,使用物品： 类型：
2023-04-11 02:53:07,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-69,64,-81,使用物品： 类型：
2023-04-11 02:53:07,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-69,64,-81,使用物品： 类型：
2023-04-11 02:53:07,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-69,63,-81,使用物品： 类型：
2023-04-11 02:53:08,主世界,DeluxeCape60934,-66,65,-77,攻击,僵尸,-68,63,-81,使用物品： 类型：
2023-04-11 02:53:08,主世界,DeluxeCape60934,-67,65,-78,攻击,僵尸,-69,64,-82,使用物品： 类型：
2023-04-11 02:53:08,主世界,DeluxeCape60934,-67,65,-79,攻击,僵尸,-69,64,-82,使用物品： 类型：
2023-04-11 02:53:08,主世界,DeluxeCape60934,-67,65,-79,攻击,僵尸,-69,63,-82,使用物品： 类型：
2023-04-11 02:53:08,主世界,DeluxeCape60934,-67,65,-79,使用物品点击方块,minecraft:grass,-71,63,-79,使用物品： 类型：
2023-04-11 02:53:09,主世界,DeluxeCape60934,-67,65,-80,攻击,僵尸,-69,63,-83,使用物品： 类型：
2023-04-11 02:53:09,主世界,DeluxeCape60934,-67,65,-80,使用物品点击方块,minecraft:grass,-70,63,-83,使用物品： 类型：
2023-04-11 02:53:10,主世界,DeluxeCape60934,-67,65,-80,攻击,僵尸,-68,63,-81,使用物品： 类型：
2023-04-11 02:53:10,主世界,DeluxeCape60934,-67,65,-80,攻击,僵尸,-69,64,-82,使用物品： 类型：
2023-04-11 02:53:10,主世界,DeluxeCape60934,-67,65,-80,攻击,僵尸,-69,64,-82,使用物品： 类型：
2023-04-11 02:53:10,主世界,DeluxeCape60934,-67,65,-80,攻击,僵尸,-69,63,-82,使用物品： 类型：
2023-04-11 02:53:10,主世界,DeluxeCape60934,-67,65,-80,使用物品点击方块,minecraft:snow_layer,-70,64,-84,使用物品： 类型：
2023-04-11 02:53:10,主世界,DeluxeCape60934,-67,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:11,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:11,主世界,DeluxeCape60934,-68,65,-80,使用物品点击方块,minecraft:snow_layer,-70,64,-82,使用物品： 类型：
2023-04-11 02:53:11,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-82,使用物品： 类型：
2023-04-11 02:53:11,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:11,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:11,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-83,使用物品： 类型：
2023-04-11 02:53:12,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:12,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:12,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-83,使用物品： 类型：
2023-04-11 02:53:12,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-82,使用物品： 类型：
2023-04-11 02:53:12,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:12,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:12,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-83,使用物品： 类型：
2023-04-11 02:53:13,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-82,使用物品： 类型：
2023-04-11 02:53:13,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:13,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,64,-83,使用物品： 类型：
2023-04-11 02:53:13,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-83,使用物品： 类型：
2023-04-11 02:53:13,主世界,DeluxeCape60934,-68,65,-80,攻击,僵尸,-69,63,-82,使用物品： 类型：
2023-04-11 02:53:13,主世界,DeluxeCape60934,-68,65,-80,使用物品点击方块,minecraft:grass,-69,63,-84,使用物品： 类型：
2023-04-11 02:53:14,主世界,DeluxeCape60934,-68,65,-80,使用物品点击方块,minecraft:grass,-69,63,-84,使用物品： 类型：
2023-04-11 02:53:25,主世界,DeluxeCape60934,-62,66,-77,使用物品点击方块,minecraft:wooden_button,-62,64,-77,使用物品： 类型：
2023-04-11 02:53:25,主世界,DeluxeCape60934,-62,66,-77,方块接受玩家互动,minecraft:wooden_button,-62,64,-77,
2023-04-11 02:53:36,主世界,DeluxeCape60934,-59,65,-74,捡起物品,生猪,-58,63,-73,1个
2023-04-11 02:53:41,主世界,DeluxeCape60934,-69,65,-87,使用物品点击方块,minecraft:snow_layer,-69,63,-89,使用物品：生猪 类型：dp_foods_plus:raw_boar
2023-04-11 02:53:41,主世界,DeluxeCape60934,-69,65,-87,放置方块,minecraft:snow_layer,-69,63,-89,
2023-04-11 02:53:42,主世界,DeluxeCape60934,-68,65,-88,使用物品点击方块,minecraft:grass,-68,62,-91,使用物品：生猪 类型：dp_foods_plus:raw_boar
2023-04-11 02:53:42,主世界,DeluxeCape60934,-68,65,-88,放置方块,minecraft:grass,-68,62,-91,
2023-04-11 02:54:19,主世界,DeluxeCape60934,-72,65,-221,使用物品点击方块,minecraft:concrete,-70,65,-218,使用物品： 类型：
2023-04-11 02:54:21,主世界,DeluxeCape60934,-67,65,-224,使用物品点击方块,minecraft:chest,-66,63,-227,使用物品： 类型：
2023-04-11 02:54:21,主世界,DeluxeCape60934,-67,65,-224,打开容器,minecraft:chest,-66,63,-227,
2023-04-11 02:54:21,主世界,DeluxeCape60934,-67,65,-224,方块接受玩家互动,minecraft:chest,-66,63,-227,
