时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-03-26 15:56:46,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-03-26 15:57:11,主世界,RichLi4307,176492,65,176666,进入服务器,,,,,xuid=2535431188612282
2023-03-26 15:57:21,主世界,RichLi4307,176492,65,176666,使用物品,菜单,,,,类型：pa:menu
2023-03-26 15:57:21,主世界,RichLi4307,176492,65,176666,食用食物,菜单,,,,
2023-03-26 15:58:01,主世界,RichLi4307,2,303,13,使用物品点击方块,minecraft:polished_blackstone_button,2,302,13,使用物品： 类型：
2023-03-26 15:58:01,主世界,RichLi4307,3,303,13,方块接受玩家互动,minecraft:polished_blackstone_button,2,302,13,
2023-03-26 15:58:22,主世界,RichLi4307,22,8,-2,使用物品点击方块,minecraft:chain_command_block,22,5,-2,使用物品： 类型：
2023-03-26 15:58:22,主世界,RichLi4307,22,8,-2,方块接受玩家互动,minecraft:chain_command_block,22,5,-2,
2023-03-26 15:58:25,主世界,RichLi4307,20,8,-2,使用物品点击方块,minecraft:chain_command_block,21,5,-2,使用物品： 类型：
2023-03-26 15:58:25,主世界,RichLi4307,20,8,-2,方块接受玩家互动,minecraft:chain_command_block,21,5,-2,
2023-03-26 15:58:55,,,,,,执行后台命令,op @a,,,,
2023-03-26 15:59:09,主世界,RichLi4307,20,8,-2,使用物品点击方块,minecraft:chain_command_block,22,5,-2,使用物品： 类型：
2023-03-26 15:59:09,主世界,RichLi4307,20,8,-2,方块接受玩家互动,minecraft:chain_command_block,22,5,-2,
2023-03-26 15:59:09,主世界,RichLi4307,20,8,-2,打开容器,minecraft:chain_command_block,22,5,-2,
2023-03-26 15:59:26,主世界,RichLi4307,20,8,-2,使用物品点击方块,minecraft:chain_command_block,22,5,-2,使用物品： 类型：
2023-03-26 15:59:26,主世界,RichLi4307,20,8,-2,方块接受玩家互动,minecraft:chain_command_block,22,5,-2,
2023-03-26 15:59:26,主世界,RichLi4307,20,8,-2,打开容器,minecraft:chain_command_block,22,5,-2,
2023-03-26 15:59:30,主世界,RichLi4307,20,8,-2,使用物品,菜单,,,,类型：pa:menu
2023-03-26 15:59:30,主世界,RichLi4307,20,8,-2,食用食物,菜单,,,,
2023-03-26 15:59:31,主世界,RichLi4307,20,8,-2,使用物品,菜单,,,,类型：pa:menu
2023-03-26 15:59:31,主世界,RichLi4307,20,8,-2,食用食物,菜单,,,,
2023-03-26 15:59:32,主世界,RichLi4307,20,8,-2,使用物品,菜单,,,,类型：pa:menu
2023-03-26 15:59:32,主世界,RichLi4307,20,8,-2,食用食物,菜单,,,,
2023-03-26 15:59:33,主世界,RichLi4307,20,8,-2,使用物品,菜单,,,,类型：pa:menu
2023-03-26 15:59:33,主世界,RichLi4307,20,8,-2,食用食物,菜单,,,,
2023-03-26 15:59:34,主世界,RichLi4307,20,8,-2,使用物品,菜单,,,,类型：pa:menu
2023-03-26 15:59:34,主世界,RichLi4307,20,8,-2,食用食物,菜单,,,,
2023-03-26 15:59:38,主世界,RichLi4307,20,8,-2,使用物品,菜单,,,,类型：pa:menu
