时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-07 01:32:27,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-11508187665921289192
2023-05-07 01:56:13,,,,,,执行后台命令,allowlist add akirasnoy,,,,
2023-05-07 02:00:19,,,,,,执行后台命令,allowlist remove akirasnoy,,,,
2023-05-07 02:00:28,,,,,,执行后台命令,allowlist add akirasnowy,,,,
2023-05-07 02:18:41,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-10442771793756031205
2023-05-07 03:12:47,,akirasnowy,,,,开始进服,,,,,xuid=2535422970999523
2023-05-07 03:14:29,,akirasnowy,,,,离开服务器,,,,,
2023-05-07 03:14:55,,akirasnowy,,,,开始进服,,,,,xuid=2535422970999523
2023-05-07 03:16:14,,akirasnowy,,,,离开服务器,,,,,
2023-05-07 07:04:34,,akirasnowy,,,,开始进服,,,,,xuid=2535422970999523
2023-05-07 07:04:48,,akirasnowy,,,,离开服务器,,,,,
2023-05-07 07:04:55,,akirasnowy,,,,开始进服,,,,,xuid=2535422970999523
2023-05-07 07:05:09,,akirasnowy,,,,离开服务器,,,,,
2023-05-07 07:05:19,,akirasnowy,,,,开始进服,,,,,xuid=2535422970999523
2023-05-07 07:05:39,,akirasnowy,,,,离开服务器,,,,,
2023-05-07 07:05:50,,akirasnowy,,,,开始进服,,,,,xuid=2535422970999523
2023-05-07 07:06:20,,akirasnowy,,,,离开服务器,,,,,
2023-05-07 07:06:25,,akirasnowy,,,,开始进服,,,,,xuid=2535422970999523
2023-05-07 07:08:06,,akirasnowy,,,,离开服务器,,,,,
2023-05-07 15:57:25,,,,,,执行后台命令,allowlist add tao202342,,,,
2023-05-07 15:58:21,,,,,,执行后台命令,list,,,,
2023-05-07 15:59:04,,tao202342,,,,开始进服,,,,,xuid=2535421775058899
2023-05-07 16:01:29,,tao202342,,,,离开服务器,,,,,
2023-05-07 16:01:57,,tao202342,,,,开始进服,,,,,xuid=2535421775058899
2023-05-07 16:05:25,,tao202342,,,,离开服务器,,,,,
2023-05-07 16:06:16,,tao202342,,,,开始进服,,,,,xuid=2535421775058899
2023-05-07 16:06:48,,tao202342,,,,离开服务器,,,,,
2023-05-07 16:07:41,,tao202342,,,,开始进服,,,,,xuid=2535421775058899
2023-05-07 16:11:33,,tao202342,,,,离开服务器,,,,,
2023-05-07 16:37:36,,,,,,执行后台命令,allowlist add StockSoda701724,,,,
2023-05-07 16:40:04,,StockSoda701724,,,,开始进服,,,,,xuid=2535429732016222
2023-05-07 16:41:56,,StockSoda701724,,,,离开服务器,,,,,
2023-05-07 16:42:21,,StockSoda701724,,,,开始进服,,,,,xuid=2535429732016222
2023-05-07 16:49:32,,StockSoda701724,,,,离开服务器,,,,,
2023-05-07 16:52:12,,zhanlang2022z,,,,开始进服,,,,,xuid=2535430136812366
2023-05-07 16:53:08,,zhanlang2022z,,,,离开服务器,,,,,
2023-05-07 16:53:22,,zhanlang2022z,,,,开始进服,,,,,xuid=2535430136812366
2023-05-07 16:54:29,,zhanlang2022z,,,,离开服务器,,,,,
2023-05-07 18:46:31,,StockSoda701724,,,,开始进服,,,,,xuid=2535429732016222
2023-05-07 18:47:00,,StockSoda701724,,,,离开服务器,,,,,
2023-05-07 18:47:52,,StockSoda701724,,,,开始进服,,,,,xuid=2535429732016222
2023-05-07 18:48:18,主世界,兔子,-32,64,-33,生物死亡,,,,,由于狐狸的攻击
2023-05-07 18:49:35,,StockSoda701724,,,,离开服务器,,,,,
2023-05-07 22:50:21,,tao202342,,,,开始进服,,,,,xuid=2535421775058899
2023-05-07 22:51:12,,tao202342,,,,离开服务器,,,,,
2023-05-07 23:09:43,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-11553245374301524033
2023-05-07 23:10:07,,,,,,执行后台命令,list,,,,
2023-05-07 23:10:12,,,,,,执行后台命令,,,,,
2023-05-07 23:14:30,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-8230470296336302478
2023-05-07 23:16:45,,,,,,执行后台命令,list,,,,
2023-05-07 23:24:01,,StockSoda701724,,,,开始进服,,,,,xuid=2535429732016222
2023-05-07 23:26:31,,StockSoda701724,,,,离开服务器,,,,,
2023-05-07 23:26:48,,StockSoda701724,,,,开始进服,,,,,xuid=2535429732016222
2023-05-07 23:27:08,,StockSoda701724,,,,离开服务器,,,,,
2023-05-07 23:38:18,,StockSoda701724,,,,开始进服,,,,,xuid=2535429732016222
2023-05-07 23:40:55,,StockSoda701724,,,,离开服务器,,,,,
