时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-05 08:12:10,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-14449000740852401360
2023-04-05 08:21:38,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 08:21:38,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 08:21:38,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-9544133765453438185
2023-04-05 09:01:32,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:01:32,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:01:33,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-4260104754358196217
2023-04-05 09:02:53,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:02:53,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:02:53,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-1148386119162361249
2023-04-05 09:24:41,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:24:41,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:24:41,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-2452545259300381422
2023-04-05 09:26:58,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:26:58,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:26:58,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-4539997832299239813
2023-04-05 09:27:19,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:27:19,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:27:19,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-1498609587767182976
2023-04-05 09:27:37,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:27:37,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:27:37,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-81191920158383939
2023-04-05 09:38:43,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:38:43,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:38:43,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-14044832545126893542
2023-04-05 09:39:13,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:39:13,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:39:14,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-4934180408356999411
2023-04-05 09:39:44,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 09:39:44,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 09:39:44,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-7303660789837462402
2023-04-05 11:27:02,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 11:27:02,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:27:03,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-12234556941954899533
2023-04-05 11:27:45,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 11:27:45,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:27:45,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-5029845867495308714
2023-04-05 11:28:18,主世界,Runcloud14,3136,65,2579,玩家死亡,,,,,
2023-04-05 11:28:18,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:28:18,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-9552357004595783045
2023-04-05 11:29:27,主世界,Runcloud14,3137,65,2579,玩家死亡,,,,,
2023-04-05 11:29:27,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:29:28,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-15610441798515299677
2023-04-05 11:30:01,主世界,Runcloud14,3136,65,2581,玩家死亡,,,,,
2023-04-05 11:30:01,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:30:02,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-17289510008961395722
2023-04-05 11:30:39,主世界,Runcloud14,3136,65,2581,玩家死亡,,,,,
2023-04-05 11:30:39,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:30:39,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-10340635409419565539
2023-04-05 11:31:18,主世界,Runcloud14,3136,65,2581,玩家死亡,,,,,
2023-04-05 11:31:18,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:31:19,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-12432791035012867029
2023-04-05 11:32:05,主世界,Runcloud14,3136,65,2581,玩家死亡,,,,,
2023-04-05 11:32:05,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:32:06,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-12528114994381458478
2023-04-05 11:32:47,主世界,Runcloud14,3136,65,2581,玩家死亡,,,,,
2023-04-05 11:32:47,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:32:47,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-12671239973866321995
2023-04-05 11:33:31,主世界,Runcloud14,3136,65,2581,玩家死亡,,,,,
2023-04-05 11:33:31,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:33:32,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-77888373915814370
2023-04-05 11:34:08,主世界,Runcloud14,3136,65,2581,玩家死亡,,,,,
2023-04-05 11:34:08,,Runcloud14,,,,离开服务器,,,,,
2023-04-05 11:34:08,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-953265631185006016
