时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-03-31 06:30:19,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-03-31 06:30:43,主世界,RichLi4307,14,8,-2,进入服务器,,,,,xuid=2535431188612282
2023-03-31 06:30:55,,RichLi4307,,,,离开服务器,,,,,
2023-03-31 09:07:21,,,,,,执行后台命令,allowlist add manyforts500,,,,
2023-03-31 10:02:44,,,,,,执行后台命令,allowlist add DairyPlane07324,,,,
2023-03-31 10:22:22,,DevilishMist156,,,,开始进服,,,,,xuid=2535470549404034
2023-03-31 10:22:52,主世界,DevilishMist156,-173,65,-126,进入服务器,,,,,xuid=2535470549404034
2023-03-31 10:22:55,主世界,DevilishMist156,-173,65,-126,使用物品,木斧 +3 59,,,,类型：minecraft:wooden_axe
2023-03-31 10:22:57,主世界,DevilishMist156,-173,65,-126,破坏方块,strat:crafting_station,-174,63,-126,
2023-03-31 10:22:57,主世界,DevilishMist156,-173,65,-126,捡起物品,Crafting Station,-173,63,-125,1个
2023-03-31 10:22:58,主世界,DevilishMist156,-173,65,-126,使用物品,木斧 +3 59,,,,类型：minecraft:wooden_axe
2023-03-31 10:23:02,主世界,DevilishMist156,-175,66,-127,使用物品,木斧 +3 59,,,,类型：minecraft:wooden_axe
2023-03-31 10:23:02,主世界,DevilishMist156,-175,66,-126,破坏方块,minecraft:tallgrass,-179,64,-126,
2023-03-31 10:23:03,主世界,DevilishMist156,-176,66,-126,破坏方块,minecraft:log,-177,65,-126,
2023-03-31 10:23:04,主世界,DevilishMist156,-176,66,-126,捡起物品,桦树原木,-176,65,-125,1个
2023-03-31 10:23:05,主世界,DevilishMist156,-176,66,-126,破坏方块,minecraft:log,-177,64,-126,
2023-03-31 10:23:06,主世界,DevilishMist156,-176,66,-126,捡起物品,桦树原木,-177,64,-125,1个
2023-03-31 10:23:14,主世界,DevilishMist156,-184,66,-106,使用物品点击方块,minecraft:wooden_button,-185,65,-106,使用物品：木斧 +3 59 类型：minecraft:wooden_axe
2023-03-31 10:23:14,主世界,DevilishMist156,-184,66,-105,方块接受玩家互动,minecraft:wooden_button,-185,65,-106,
2023-03-31 10:23:18,主世界,DevilishMist156,-186,66,-106,使用物品点击方块,minecraft:wooden_button,-185,65,-106,使用物品：木斧 +3 59 类型：minecraft:wooden_axe
2023-03-31 10:23:18,主世界,DevilishMist156,-186,66,-106,方块接受玩家互动,minecraft:wooden_button,-185,65,-106,
2023-03-31 10:23:28,主世界,DevilishMist156,-187,67,-104,使用物品点击方块,minecraft:deepslate_tiles,-188,66,-104,使用物品：木斧 +3 59 类型：minecraft:wooden_axe
