时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-01 05:16:53,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-155370698720611729
2023-05-01 06:03:16,,QWERTYUIOP6809,,,,开始进服,,,,,xuid=2535437480063047
2023-05-01 06:03:55,主世界,QWERTYUIOP6809,579,72,903,进入服务器,,,,,xuid=2535437480063047
2023-05-01 06:04:03,主世界,QWERTYUIOP6809,579,72,903,使用物品,菜单,,,,类型：pa:menu
2023-05-01 06:04:05,主世界,QWERTYUIOP6809,579,72,903,使用物品,菜单,,,,类型：pa:menu
2023-05-01 06:04:05,主世界,QWERTYUIOP6809,579,72,903,使用物品,菜单,,,,类型：pa:menu
2023-05-01 06:04:06,主世界,QWERTYUIOP6809,579,72,903,使用物品,菜单,,,,类型：pa:menu
2023-05-01 06:04:06,主世界,QWERTYUIOP6809,579,72,903,使用物品,菜单,,,,类型：pa:menu
2023-05-01 06:04:07,主世界,QWERTYUIOP6809,579,72,903,使用物品,菜单,,,,类型：pa:menu
2023-05-01 06:04:09,主世界,QWERTYUIOP6809,579,72,903,使用物品,菜单,,,,类型：pa:menu
2023-05-01 06:04:10,主世界,QWERTYUIOP6809,579,72,903,玩家死亡,,,,,
2023-05-01 06:04:10,主世界,QWERTYUIOP6809,579,72,903,重生,,,,,
2023-05-01 06:04:17,主世界,QWERTYUIOP6809,512,65,761,使用物品点击方块,minecraft:birch_door,511,63,760,使用物品：菜单 类型：pa:menu
2023-05-01 06:04:17,主世界,QWERTYUIOP6809,511,65,761,方块接受玩家互动,minecraft:birch_door,511,63,760,
2023-05-01 06:04:18,主世界,QWERTYUIOP6809,512,65,759,使用物品点击方块,minecraft:birch_door,511,63,760,使用物品：菜单 类型：pa:menu
2023-05-01 06:04:18,主世界,QWERTYUIOP6809,512,65,759,方块接受玩家互动,minecraft:birch_door,511,63,760,
2023-05-01 06:04:25,主世界,QWERTYUIOP6809,494,65,764,使用物品点击方块,strat:stencil_table_acacia,498,64,765,使用物品：菜单 类型：pa:menu
2023-05-01 06:04:25,主世界,QWERTYUIOP6809,494,65,764,方块接受玩家互动,strat:stencil_table_acacia,498,64,765,
2023-05-01 06:04:26,主世界,QWERTYUIOP6809,494,65,764,使用物品点击方块,minecraft:chest,498,64,766,使用物品：菜单 类型：pa:menu
2023-05-01 06:04:26,主世界,QWERTYUIOP6809,494,65,764,打开容器,minecraft:chest,498,64,766,
2023-05-01 06:04:26,主世界,QWERTYUIOP6809,494,65,764,方块接受玩家互动,minecraft:chest,498,64,766,
2023-05-01 06:04:30,主世界,QWERTYUIOP6809,494,65,764,向容器放入物品,minecraft:chest,498,64,766,向第50号槽 放入5个 圆石
2023-05-01 06:04:31,主世界,QWERTYUIOP6809,494,65,764,关闭容器,minecraft:chest,498,64,766,
2023-05-01 06:04:33,主世界,QWERTYUIOP6809,493,65,766,使用物品点击方块,minecraft:chest,490,64,767,使用物品： 类型：
2023-05-01 06:04:33,主世界,QWERTYUIOP6809,493,65,766,打开容器,minecraft:chest,490,64,767,
2023-05-01 06:04:33,主世界,QWERTYUIOP6809,493,65,766,方块接受玩家互动,minecraft:chest,490,64,767,
2023-05-01 06:04:36,主世界,QWERTYUIOP6809,493,65,767,向容器放入物品,minecraft:chest,490,64,767,向第19号槽 放入24个 煤炭
2023-05-01 06:04:37,主世界,QWERTYUIOP6809,493,65,767,向容器放入物品,minecraft:chest,490,64,767,向第21号槽 放入64个 煤炭
2023-05-01 06:04:38,主世界,QWERTYUIOP6809,493,65,767,向容器放入物品,minecraft:chest,490,64,767,向第24号槽 放入64个 甘蔗
