时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-03-28 10:24:29,,LodgedSphinx459,,,,开始进服,,,,,xuid=2535407922359972
2023-03-28 10:24:58,,LodgedSphinx459,,,,离开服务器,,,,,
2023-03-28 10:25:11,,LodgedSphinx459,,,,开始进服,,,,,xuid=2535407922359972
2023-03-28 10:25:38,主世界,LodgedSphinx459,-28619,94,19560,进入服务器,,,,,xuid=2535407922359972
2023-03-28 10:25:40,主世界,箭,,,,弹射物击中,骷髅,-28588,89,19560,
2023-03-28 10:25:50,主世界,LodgedSphinx459,-28597,94,19564,使用物品,钻石剑 +7 1561,,,,类型：minecraft:diamond_sword
2023-03-28 10:25:59,主世界,LodgedSphinx459,-28587,98,19568,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-03-28 10:25:59,主世界,LodgedSphinx459,-28587,98,19568,破坏方块,minecraft:mossy_cobblestone,-28587,96,19565,
2023-03-28 10:26:01,主世界,箭,,,,弹射物击中,LodgedSphinx459,-28587,98,19567,
2023-03-28 10:26:01,主世界,箭,,,,弹射物击中,骷髅,-28587,96,19564,
2023-03-28 10:26:02,主世界,LodgedSphinx459,-28587,98,19566,使用物品点击方块,minecraft:mossy_cobblestone,-28587,98,19565,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:02,主世界,LodgedSphinx459,-28587,98,19566,放置方块,minecraft:mossy_cobblestone,-28587,98,19565,
2023-03-28 10:26:02,主世界,LodgedSphinx459,-28587,98,19566,捡起物品,苔圆石,-28587,96,19565,1个
2023-03-28 10:26:03,主世界,箭,,,,弹射物击中,LodgedSphinx459,-28586,98,19565,
2023-03-28 10:26:04,主世界,箭,,,,弹射物击中,LodgedSphinx459,-28586,98,19563,
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19563,攻击,骷髅,-28586,96,19567,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19564,攻击,骷髅,-28586,97,19568,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19564,攻击,骷髅,-28586,97,19568,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19564,攻击,骷髅,-28587,96,19569,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:05,主世界,骷髅,-28587,96,19569,生物死亡,,,,,由于LodgedSphinx459的攻击
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19564,使用物品点击方块,minecraft:tallgrass,-28587,96,19570,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19564,放置方块,minecraft:tallgrass,-28587,96,19570,
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19565,使用物品点击方块,minecraft:tallgrass,-28587,96,19570,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:05,主世界,LodgedSphinx459,-28586,98,19565,放置方块,minecraft:tallgrass,-28587,96,19570,
2023-03-28 10:26:06,主世界,LodgedSphinx459,-28586,98,19565,使用物品点击方块,minecraft:tallgrass,-28587,96,19570,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:06,主世界,LodgedSphinx459,-28586,98,19565,放置方块,minecraft:tallgrass,-28587,96,19570,
2023-03-28 10:26:07,主世界,LodgedSphinx459,-28586,98,19566,使用物品点击方块,minecraft:mossy_cobblestone,-28588,97,19566,使用物品：钻石剑 +7 1561 类型：minecraft:diamond_sword
2023-03-28 10:26:07,主世界,LodgedSphinx459,-28586,98,19566,放置方块,minecraft:mossy_cobblestone,-28588,97,19566,
2023-03-28 10:26:15,主世界,箭,,,,弹射物击中,LodgedSphinx459,-28586,98,19566,
2023-03-28 10:27:09,,LodgedSphinx459,,,,开始进服,,,,,xuid=2535407922359972
2023-03-28 10:27:39,,LodgedSphinx459,,,,离开服务器,,,,,
2023-03-28 10:29:54,,LodgedSphinx459,,,,开始进服,,,,,xuid=2535407922359972
2023-03-28 10:30:20,主世界,LodgedSphinx459,-28587,98,19568,进入服务器,,,,,xuid=2535407922359972
2023-03-28 10:30:28,主世界,LodgedSphinx459,-28586,98,19567,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-03-28 10:30:28,主世界,LodgedSphinx459,-28586,98,19567,破坏方块,minecraft:mossy_cobblestone,-28586,96,19565,
