时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-15 23:51:59,,QWERTYUIOP6809,,,,开始进服,,,,,xuid=2535437480063047
2023-04-15 23:52:36,主世界,QWERTYUIOP6809,-110,65,55,进入服务器,,,,,xuid=2535437480063047
2023-04-15 23:52:43,主世界,QWERTYUIOP6809,-110,65,55,使用物品,菜单,,,,类型：pa:menu
2023-04-15 23:53:11,主世界,QWERTYUIOP6809,-1,303,11,使用物品点击方块,minecraft:polished_blackstone_button,-3,302,10,使用物品： 类型：
2023-04-15 23:53:11,主世界,QWERTYUIOP6809,-1,303,11,方块接受玩家互动,minecraft:polished_blackstone_button,-3,302,10,
2023-04-15 23:53:19,主世界,QWERTYUIOP6809,941,192,651,使用物品点击方块,minecraft:undyed_shulker_box,939,191,647,使用物品： 类型：
2023-04-15 23:53:19,主世界,QWERTYUIOP6809,941,192,651,打开容器,minecraft:undyed_shulker_box,939,191,647,
2023-04-15 23:53:19,主世界,QWERTYUIOP6809,941,192,651,方块接受玩家互动,minecraft:undyed_shulker_box,939,191,647,
2023-04-15 23:53:23,主世界,QWERTYUIOP6809,941,192,651,从容器取出物品,minecraft:undyed_shulker_box,939,191,647,从第24号槽 取出1个 冰烬岭
2023-04-15 23:53:25,主世界,QWERTYUIOP6809,941,192,651,关闭容器,minecraft:undyed_shulker_box,939,191,647,
2023-04-15 23:53:40,主世界,QWERTYUIOP6809,946,193,646,攻击,蜘蛛,945,191,647,使用物品：石镐 +3 131 类型：minecraft:stone_pickaxe
2023-04-15 23:53:40,主世界,蜘蛛,945,191,647,生物死亡,,,,,由于QWERTYUIOP6809的攻击
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,946,192,646,使用物品点击方块,minecraft:ladder,946,192,646,使用物品：石镐 +3 131 类型：minecraft:stone_pickaxe
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,946,192,646,放置方块,minecraft:ladder,946,192,646,
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,947,192,646,使用物品点击方块,minecraft:ladder,946,191,646,使用物品：石镐 +3 131 类型：minecraft:stone_pickaxe
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,947,192,646,放置方块,minecraft:ladder,946,191,646,
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,947,192,646,使用物品点击方块,minecraft:ladder,946,191,646,使用物品：石镐 +3 131 类型：minecraft:stone_pickaxe
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,947,192,646,放置方块,minecraft:ladder,946,191,646,
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,947,192,646,使用物品点击方块,minecraft:ladder,946,191,646,使用物品：石镐 +3 131 类型：minecraft:stone_pickaxe
2023-04-15 23:53:41,主世界,QWERTYUIOP6809,947,192,646,放置方块,minecraft:ladder,946,191,646,
2023-04-15 23:54:16,主世界,QWERTYUIOP6809,851,211,639,使用物品,石镐 +3 131,,,,类型：minecraft:stone_pickaxe
