时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-08 22:53:03,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-05-08 22:53:52,,RichLi4307,,,,离开服务器,,,,,
2023-05-08 22:56:35,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-05-08 22:56:39,,RichLi4307,,,,离开服务器,,,,,
2023-05-08 22:57:16,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-05-08 23:04:25,,RichLi4307,,,,离开服务器,,,,,
2023-05-08 23:09:10,,,,,,执行后台命令,list,,,,
2023-05-08 23:09:15,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-17030746364852442306
2023-05-08 23:10:12,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-05-08 23:10:50,,RichLi4307,,,,离开服务器,,,,,
2023-05-08 23:42:43,,,,,,执行后台命令,stop,,,,
2023-05-08 23:46:18,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-10610154383681152252
2023-05-08 23:53:45,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-05-08 23:54:54,,RichLi4307,,,,离开服务器,,,,,
2023-05-08 23:59:21,,,,,,执行后台命令,allowlist add 'Liten PanJun',,,,
2023-05-08 23:59:44,,,,,,执行后台命令,allowlist add "Liten PanJun",,,,
