时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-07 11:42:21,,xiaofen6666435,,,,开始进服,,,,,xuid=2535425847467085
2023-04-07 11:42:46,主世界,xiaofen6666435,-62,71,254,进入服务器,,,,,xuid=2535425847467085
2023-04-07 11:43:15,主世界,xiaofen6666435,-15,65,225,使用物品点击方块,minecraft:dispenser,-17,63,225,使用物品：火把 14 类型：minecraft:torch
2023-04-07 11:43:15,主世界,xiaofen6666435,-15,65,225,方块接受玩家互动,minecraft:dispenser,-17,63,225,
2023-04-07 11:43:15,主世界,xiaofen6666435,-15,65,225,打开容器,minecraft:dispenser,-17,63,225,
2023-04-07 11:43:23,主世界,xiaofen6666435,-18,65,225,使用物品点击方块,minecraft:lever,-17,63,224,使用物品：火把 14 类型：minecraft:torch
2023-04-07 11:43:23,主世界,xiaofen6666435,-18,65,225,方块接受玩家互动,minecraft:lever,-17,63,224,
2023-04-07 11:43:24,主世界,xiaofen6666435,-18,65,225,使用物品点击方块,minecraft:lever,-17,63,224,使用物品：火把 14 类型：minecraft:torch
2023-04-07 11:43:24,主世界,xiaofen6666435,-18,65,225,方块接受玩家互动,minecraft:lever,-17,63,224,
2023-04-07 11:43:24,主世界,箭,,,,弹射物击中,xiaofen6666435,-18,65,225,
2023-04-07 11:43:28,主世界,xiaofen6666435,-18,65,225,使用物品点击方块,minecraft:birch_fence_gate,-18,63,225,使用物品：火把 14 类型：minecraft:torch
2023-04-07 11:43:28,主世界,xiaofen6666435,-18,65,225,方块接受玩家互动,minecraft:birch_fence_gate,-18,63,225,
2023-04-07 11:43:29,主世界,xiaofen6666435,-18,65,225,使用物品点击方块,minecraft:birch_fence_gate,-18,63,225,使用物品：火把 14 类型：minecraft:torch
2023-04-07 11:43:29,主世界,xiaofen6666435,-18,65,225,方块接受玩家互动,minecraft:birch_fence_gate,-18,63,225,
2023-04-07 11:43:31,主世界,xiaofen6666435,-18,65,225,使用物品点击方块,minecraft:lever,-17,63,224,使用物品：火把 14 类型：minecraft:torch
2023-04-07 11:43:31,主世界,xiaofen6666435,-18,65,225,方块接受玩家互动,minecraft:lever,-17,63,224,
2023-04-07 11:43:32,主世界,箭,,,,弹射物击中,xiaofen6666435,-18,65,225,
2023-04-07 11:43:32,主世界,xiaofen6666435,-18,65,225,玩家死亡,,,,,
2023-04-07 11:43:32,主世界,xiaofen6666435,-18,65,225,重生,,,,,
2023-04-07 11:43:51,主世界,xiaofen6666435,-64,67,23,使用物品点击方块,minecraft:grass,-64,63,23,使用物品：钟 类型：minecraft:bell
2023-04-07 11:43:51,主世界,xiaofen6666435,-64,67,23,放置方块,minecraft:grass,-64,63,23,
2023-04-07 11:43:51,主世界,xiaofen6666435,-64,67,23,使用物品点击方块,minecraft:bell,-64,64,23,使用物品： 类型：
2023-04-07 11:43:51,主世界,xiaofen6666435,-63,66,23,方块接受玩家互动,minecraft:bell,-64,64,23,
2023-04-07 11:43:52,主世界,xiaofen6666435,-64,67,23,使用物品点击方块,minecraft:bell,-64,64,23,使用物品： 类型：
2023-04-07 11:43:52,主世界,xiaofen6666435,-63,67,23,方块接受玩家互动,minecraft:bell,-64,64,23,
2023-04-07 11:43:52,主世界,xiaofen6666435,-64,68,23,使用物品点击方块,minecraft:bell,-64,64,23,使用物品： 类型：
2023-04-07 11:43:52,主世界,xiaofen6666435,-63,68,23,方块接受玩家互动,minecraft:bell,-64,64,23,
2023-04-07 11:43:54,主世界,xiaofen6666435,-63,66,23,破坏方块,minecraft:bell,-64,64,23,
2023-04-07 11:43:54,主世界,xiaofen6666435,-63,66,24,捡起物品,钟,-65,64,23,1个
2023-04-07 11:44:05,主世界,xiaofen6666435,-60,65,-8,捡起物品,地图 1,-60,66,-8,1个
2023-04-07 11:44:20,主世界,xiaofen6666435,-59,65,-7,使用物品点击方块,minecraft:glow_frame,-60,66,-9,使用物品：地图 1 类型：minecraft:filled_map
2023-04-07 11:44:20,主世界,xiaofen6666435,-59,65,-7,方块接受玩家互动,minecraft:glow_frame,-60,66,-9,
2023-04-07 11:44:49,主世界,xiaofen6666435,-59,66,-8,捡起物品,地图 1,-60,66,-8,1个
2023-04-07 11:45:27,主世界,xiaofen6666435,-59,65,-8,使用物品点击方块,minecraft:glow_frame,-60,66,-9,使用物品：地图 1 类型：minecraft:filled_map
2023-04-07 11:45:27,主世界,xiaofen6666435,-59,65,-8,方块接受玩家互动,minecraft:glow_frame,-60,66,-9,
2023-04-07 11:45:31,主世界,xiaofen6666435,-40,67,-1,使用物品点击方块,minecraft:dirt,-39,65,-1,使用物品： 类型：
2023-04-07 11:45:31,主世界,xiaofen6666435,-40,67,-1,使用物品点击方块,minecraft:dirt,-39,65,-1,使用物品： 类型：
