时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-01 01:09:25,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-15593779438996348950
2023-04-01 01:09:25,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-11340368038842864534
2023-04-01 01:11:12,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-04-01 01:11:32,主世界,RichLi4307,-55,49,14,进入服务器,,,,,xuid=2535431188612282
2023-04-01 01:12:14,主世界,RichLi4307,-55,49,14,破坏方块,minecraft:dirt,-56,48,14,
2023-04-01 01:13:12,主世界,RichLi4307,-54,66,13,玩家执行命令,tp Noahland109 RichLi4307 ,,,,
2023-04-01 01:13:19,,RichLi4307,,,,离开服务器,,,,,
2023-04-01 01:13:51,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-04-01 01:14:09,主世界,RichLi4307,-52,66,17,进入服务器,,,,,xuid=2535431188612282
2023-04-01 01:17:04,主世界,RichLi4307,-52,66,17,攻击,Noahland109,-54,66,13,使用物品： 类型：
2023-04-01 01:17:24,主世界,RichLi4307,-52,66,17,玩家执行命令,tp Runcloud14 ,,,,
2023-04-01 01:17:25,主世界,Runcloud14,3136,65,2581,攻击,RichLi4307,3136,65,2581,使用物品：菜单 类型：pa:menu
2023-04-01 01:17:26,主世界,Runcloud14,3136,65,2581,攻击,RichLi4307,3136,65,2581,使用物品：菜单 类型：pa:menu
2023-04-01 01:17:28,主世界,Runcloud14,3136,65,2581,攻击,RichLi4307,3136,65,2581,使用物品：菜单 类型：pa:menu
2023-04-01 01:17:29,主世界,Runcloud14,3136,65,2581,攻击,RichLi4307,3136,65,2581,使用物品：菜单 类型：pa:menu
2023-04-01 01:17:31,主世界,Runcloud14,3136,65,2581,攻击,RichLi4307,3136,65,2581,使用物品：菜单 类型：pa:menu
2023-04-01 01:18:01,主世界,RichLi4307,3132,65,2580,玩家执行命令,fpc gui,,,,
2023-04-01 01:18:41,主世界,RichLi4307,3135,65,2582,攻击,Runcloud14,3136,65,2581,使用物品： 类型：
2023-04-01 01:19:08,主世界,RichLi4307,3135,65,2577,攻击,Runcloud14,3137,65,2578,使用物品： 类型：
