时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-03-10 06:24:36,,ABCD12335,,,,开始进服,,,,,xuid=2535463779281280
2023-03-10 06:25:04,主世界,ABCD12335,-59,68,-56,进入服务器,,,,,xuid=2535463779281280
2023-03-10 06:25:22,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:25:24,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:25:25,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:25:26,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:25:28,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:25:30,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:25:30,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:25:31,主世界,ABCD12335,-45,66,-44,使用物品,菜单,,,,类型：pa:menu
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,使用物品点击方块,minecraft:chest,-3533,65,828,使用物品： 类型：
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,打开容器,minecraft:chest,-3533,65,828,
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第15号槽 放入1个 打火石 64
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第4号槽 放入1个 金胸甲 2.5 112
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第5号槽 放入1个 金苹果 2 4.8 1.6秒
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第11号槽 放入1个 打火石 64
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第0号槽 放入1个 金镐 +2 32
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第17号槽 放入1个 燧石
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第22号槽 放入1个 燧石
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第13号槽 放入1个 金靴子 1.5 91
2023-03-10 06:26:41,主世界,ABCD12335,-3533,66,830,方块接受玩家互动,minecraft:chest,-3533,65,828,
2023-03-10 06:26:46,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第0号槽 取出1个 金镐 +2 32
2023-03-10 06:26:48,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第4号槽 取出1个 金胸甲 2.5 112
2023-03-10 06:26:49,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第13号槽 取出1个 金靴子 1.5 91
2023-03-10 06:26:51,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第11号槽 取出1个 打火石 64
2023-03-10 06:26:51,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第15号槽 取出1个 打火石 64
2023-03-10 06:26:52,主世界,ABCD12335,-3533,66,830,向容器放入物品,minecraft:chest,-3533,65,828,向第17号槽 放入2个 燧石
2023-03-10 06:26:52,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第22号槽 取出1个 燧石
2023-03-10 06:26:53,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第5号槽 取出1个 金苹果 2 4.8 1.6秒
2023-03-10 06:26:54,主世界,ABCD12335,-3533,66,830,从容器取出物品,minecraft:chest,-3533,65,828,从第17号槽 取出2个 燧石
2023-03-10 06:26:56,主世界,ABCD12335,-3533,66,830,关闭容器,minecraft:chest,-3533,65,828,
2023-03-10 06:27:02,主世界,ABCD12335,-3533,66,830,破坏方块,minecraft:chest,-3533,65,828,
2023-03-10 06:27:02,主世界,ABCD12335,-3533,66,830,捡起物品,箱子,-3532,66,829,1个
2023-03-10 06:27:22,主世界,ABCD12335,-3556,65,836,破坏方块,minecraft:log,-3557,64,835,
2023-03-10 06:27:23,主世界,ABCD12335,-3556,65,836,捡起物品,桦树原木,-3556,64,836,1个
2023-03-10 06:27:25,主世界,ABCD12335,-3556,65,836,破坏方块,minecraft:log,-3557,63,835,
2023-03-10 06:27:26,主世界,ABCD12335,-3556,65,836,捡起物品,桦树原木,-3556,63,835,1个
2023-03-10 06:27:30,主世界,ABCD12335,-3556,65,836,破坏方块,minecraft:log,-3557,65,835,
2023-03-10 06:27:31,主世界,ABCD12335,-3556,65,836,捡起物品,桦树原木,-3557,65,836,1个
2023-03-10 06:27:33,主世界,ABCD12335,-3556,65,836,破坏方块,minecraft:log,-3557,66,835,
2023-03-10 06:27:34,主世界,ABCD12335,-3556,65,836,捡起物品,桦树原木,-3557,65,836,1个
2023-03-10 06:27:37,主世界,ABCD12335,-3556,65,836,破坏方块,minecraft:log,-3557,67,835,
2023-03-10 06:27:37,主世界,ABCD12335,-3556,65,836,捡起物品,桦树原木,-3556,65,835,1个
2023-03-10 06:27:40,主世界,ABCD12335,-3556,65,836,破坏方块,minecraft:log,-3557,68,835,
2023-03-10 06:27:41,主世界,ABCD12335,-3556,65,836,捡起物品,桦树原木,-3557,65,836,1个
2023-03-10 06:27:45,主世界,ABCD12335,-3556,65,836,破坏方块,minecraft:log,-3557,69,835,
2023-03-10 06:27:45,主世界,ABCD12335,-3556,65,836,捡起物品,桦树原木,-3556,65,835,1个
2023-03-10 06:27:51,主世界,ABCD12335,-3558,66,835,破坏方块,minecraft:log,-3559,65,835,
2023-03-10 06:27:52,主世界,ABCD12335,-3558,66,835,捡起物品,桦树原木,-3559,65,835,1个
2023-03-10 06:27:54,主世界,ABCD12335,-3558,66,835,破坏方块,minecraft:log,-3559,64,835,
2023-03-10 06:27:55,主世界,ABCD12335,-3558,66,835,捡起物品,桦树原木,-3559,64,836,1个
2023-03-10 06:28:00,主世界,ABCD12335,-3558,66,836,破坏方块,minecraft:log,-3559,66,835,
2023-03-10 06:28:00,主世界,ABCD12335,-3558,66,836,捡起物品,桦树原木,-3559,65,835,1个
2023-03-10 06:28:03,主世界,ABCD12335,-3558,66,836,破坏方块,minecraft:log,-3559,67,835,
2023-03-10 06:28:03,主世界,ABCD12335,-3558,66,836,捡起物品,桦树原木,-3559,66,836,1个
2023-03-10 06:28:06,主世界,ABCD12335,-3558,66,836,破坏方块,minecraft:log,-3559,68,835,
2023-03-10 06:28:07,主世界,ABCD12335,-3558,66,836,捡起物品,桦树原木,-3559,66,836,1个
2023-03-10 06:28:16,主世界,ABCD12335,-3555,66,842,破坏方块,minecraft:log,-3556,65,842,
2023-03-10 06:28:17,主世界,ABCD12335,-3555,66,842,捡起物品,橡树原木,-3555,65,843,1个
2023-03-10 06:28:20,主世界,ABCD12335,-3555,66,842,破坏方块,minecraft:log,-3556,66,842,
2023-03-10 06:28:20,主世界,ABCD12335,-3555,66,842,捡起物品,橡树原木,-3555,66,843,1个
