时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-04-03 15:37:39,主世界,Runcloud14,-62,66,-62,进入服务器,,,,,xuid=-5396549840656912138
2023-04-03 15:38:01,,,,,,执行后台命令,tp Runcloud14 2 301 3,,,,
2023-04-03 15:38:41,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-04-03 15:39:11,主世界,RichLi4307,-50269,66,62,进入服务器,,,,,xuid=2535431188612282
2023-04-03 15:39:49,主世界,RichLi4307,-50267,69,71,玩家执行命令,kill @e[r=50],,,,
2023-04-03 15:39:56,主世界,RichLi4307,-50267,69,71,玩家执行命令,kill @e[r=50],,,,
2023-04-03 15:40:16,主世界,RichLi4307,-50268,67,47,使用物品点击方块,minecraft:obsidian,-50271,63,43,使用物品：熟饺子 类型：dp_foods_plus:cooked_dumplings
2023-04-03 15:40:16,主世界,RichLi4307,-50268,67,47,放置方块,minecraft:obsidian,-50271,63,43,
2023-04-03 15:40:18,主世界,RichLi4307,-50268,67,47,使用物品,菜单,,,,类型：pa:menu
2023-04-03 15:40:18,主世界,RichLi4307,-50268,67,47,食用食物,菜单,,,,
2023-04-03 15:40:20,主世界,RichLi4307,-50268,67,47,使用物品,菜单,,,,类型：pa:menu
2023-04-03 15:40:20,主世界,RichLi4307,-50268,67,47,食用食物,菜单,,,,
2023-04-03 15:40:20,主世界,RichLi4307,-50268,67,47,使用物品,菜单,,,,类型：pa:menu
2023-04-03 15:40:20,主世界,RichLi4307,-50268,67,47,食用食物,菜单,,,,
2023-04-03 15:40:49,,RichLi4307,,,,离开服务器,,,,,
2023-04-03 15:41:07,,,,,,执行后台命令,list,,,,
2023-04-04 11:55:31,,RuiMei520,,,,开始进服,,,,,xuid=2535415063495605
2023-04-04 11:55:46,主世界,RuiMei520,1,303,-2,进入服务器,,,,,xuid=2535415063495605
2023-04-04 11:55:55,主世界,RuiMei520,2,303,1,攻击,Runcloud14,2,303,4,使用物品： 类型：
2023-04-04 11:56:05,主世界,RuiMei520,2,303,5,攻击,Runcloud14,2,303,4,使用物品： 类型：
2023-04-04 11:56:05,主世界,RuiMei520,2,303,4,攻击,Runcloud14,2,303,4,使用物品： 类型：
2023-04-04 11:56:06,主世界,RuiMei520,2,303,4,攻击,Runcloud14,2,303,4,使用物品： 类型：
2023-04-04 11:56:10,主世界,RuiMei520,-2,303,11,使用物品点击方块,minecraft:polished_blackstone_button,-3,302,10,使用物品： 类型：
2023-04-04 11:56:10,主世界,RuiMei520,-2,303,11,方块接受玩家互动,minecraft:polished_blackstone_button,-3,302,10,
2023-04-04 11:56:22,,RuiMei520,,,,离开服务器,,,,,
2023-04-04 13:28:22,,xiaofen6666435,,,,开始进服,,,,,xuid=2535425847467085
2023-04-04 13:28:46,主世界,xiaofen6666435,-100,68,54,进入服务器,,,,,xuid=2535425847467085
2023-04-04 13:29:19,,xiaofen6666435,,,,离开服务器,,,,,
