时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-06-16 17:16:57,,,,,,执行后台命令,allowlist add "Norman Lance",,,,
2023-06-16 17:19:09,,,,,,执行后台命令,ftallowlist list,,,,
2023-06-16 17:19:18,,,,,,执行后台命令,allowlist list,,,,
2023-06-16 18:55:19,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 18:55:55,,Norman Lance,,,,离开服务器,,,,,
2023-06-16 18:57:39,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 18:57:58,主世界,箭,,,,弹射物击中,铁傀儡,-52,63,-110,
2023-06-16 18:58:00,主世界,箭,,,,弹射物击中,铁傀儡,-51,63,-106,
2023-06-16 18:58:02,主世界,箭,,,,弹射物击中,铁傀儡,-52,63,-103,
2023-06-16 18:58:03,主世界,箭,,,,弹射物击中,铁傀儡,-52,63,-100,
2023-06-16 18:58:03,主世界,骷髅,-52,63,-98,生物死亡,,,,,由于铁傀儡的攻击
2023-06-16 18:58:36,,Norman Lance,,,,离开服务器,,,,,
2023-06-16 18:59:31,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 19:00:06,,Norman Lance,,,,离开服务器,,,,,
2023-06-16 19:00:39,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 19:01:01,主世界,村民,-36,64,-34,破坏耕地,minecraft:farm_land,-36,63,-35,
2023-06-16 19:01:04,主世界,村民,-36,64,-34,破坏耕地,minecraft:farm_land,-37,63,-34,
2023-06-16 19:01:32,,Norman Lance,,,,离开服务器,,,,,
2023-06-16 19:02:34,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 19:02:56,主世界,狐狸,-34,64,-32,破坏耕地,minecraft:farm_land,-35,63,-33,
2023-06-16 19:03:24,,Norman Lance,,,,离开服务器,,,,,
2023-06-16 19:04:09,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 19:04:14,主世界,马铃薯 0.5 0.3 1.6秒,-33,64,-35,破坏耕地,minecraft:farm_land,-34,63,-36,
2023-06-16 19:04:53,,Norman Lance,,,,离开服务器,,,,,
2023-06-16 19:05:33,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 19:06:12,,Norman Lance,,,,离开服务器,,,,,
2023-06-16 19:07:08,,Norman Lance,,,,开始进服,,,,,xuid=2535469817366541
2023-06-16 19:08:10,,Norman Lance,,,,离开服务器,,,,,
