时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-23 10:56:52,主世界,Noahland109,-50269,66,66,玩家死亡,,,,,
2023-05-23 10:56:52,,Noahland109,,,,离开服务器,,,,,
2023-05-23 10:56:56,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-2718309081658641592
2023-05-23 12:29:27,,UltimoFawn56770,,,,开始进服,,,,,xuid=2535412971216763
2023-05-23 12:29:58,主世界,UltimoFawn56770,-62,65,-62,进入服务器,,,,,xuid=2535412971216763
2023-05-23 12:30:56,主世界,UltimoFawn56770,-52,67,-24,使用物品点击方块,minecraft:barrier,-52,66,-25,使用物品： 类型：
2023-05-23 12:30:56,主世界,UltimoFawn56770,-52,66,-24,使用物品点击方块,minecraft:barrier,-52,65,-24,使用物品： 类型：
2023-05-23 12:30:56,主世界,UltimoFawn56770,-52,66,-24,使用物品点击方块,minecraft:barrier,-52,65,-24,使用物品： 类型：
2023-05-23 12:30:57,主世界,UltimoFawn56770,-52,66,-24,使用物品点击方块,minecraft:barrier,-52,65,-24,使用物品： 类型：
2023-05-23 12:30:57,主世界,UltimoFawn56770,-52,66,-23,使用物品点击方块,minecraft:barrier,-52,65,-24,使用物品： 类型：
2023-05-23 12:31:02,主世界,UltimoFawn56770,-64,65,-24,破坏方块,minecraft:wheat,-64,63,-25,
2023-05-23 12:31:03,主世界,UltimoFawn56770,-64,65,-24,捡起物品,小麦,-64,63,-25,1个
2023-05-23 12:31:05,主世界,UltimoFawn56770,-64,65,-24,破坏方块,minecraft:wheat,-64,63,-26,
2023-05-23 12:31:06,主世界,UltimoFawn56770,-64,65,-25,捡起物品,种子,-64,64,-25,1个
2023-05-23 12:31:06,主世界,UltimoFawn56770,-64,65,-25,捡起物品,种子,-63,63,-26,1个
2023-05-23 12:31:06,主世界,UltimoFawn56770,-64,65,-25,捡起物品,小麦,-63,63,-26,1个
2023-05-23 12:31:06,主世界,UltimoFawn56770,-64,65,-25,破坏耕地,minecraft:farm_land,-64,62,-26,
