时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-27 00:00:22,主世界,xiaofen6666435,-27112,65,17698,破坏方块,minecraft:hay_block,-27114,63,17695,
2023-05-27 00:00:23,主世界,xiaofen6666435,-27113,65,17698,破坏方块,minecraft:hay_block,-27114,63,17694,
2023-05-27 00:00:23,主世界,xiaofen6666435,-27113,65,17696,捡起物品,干草块,-27113,63,17695,4个
2023-05-27 00:00:24,主世界,xiaofen6666435,-27113,65,17696,破坏方块,minecraft:hay_block,-27113,63,17693,
2023-05-27 00:00:24,主世界,xiaofen6666435,-27113,65,17696,破坏方块,minecraft:tallgrass,-27112,63,17692,
2023-05-27 00:00:24,主世界,xiaofen6666435,-27113,65,17696,破坏方块,minecraft:hay_block,-27112,64,17694,
2023-05-27 00:00:24,主世界,xiaofen6666435,-27112,65,17696,破坏方块,minecraft:hay_block,-27112,63,17694,
2023-05-27 00:00:25,主世界,xiaofen6666435,-27112,65,17696,捡起物品,干草块,-27111,64,17695,1个
2023-05-27 00:00:25,主世界,xiaofen6666435,-27112,65,17697,破坏方块,minecraft:hay_block,-27111,63,17694,
2023-05-27 00:00:26,主世界,xiaofen6666435,-27112,65,17694,捡起物品,干草块,-27112,63,17694,1个
2023-05-27 00:00:26,主世界,xiaofen6666435,-27112,65,17694,捡起物品,干草块,-27111,63,17695,1个
2023-05-27 00:00:28,主世界,xiaofen6666435,-27119,65,17685,破坏方块,minecraft:hay_block,-27120,63,17682,
2023-05-27 00:00:28,主世界,xiaofen6666435,-27119,65,17685,破坏方块,minecraft:tallgrass,-27120,63,17681,
2023-05-27 00:00:29,主世界,xiaofen6666435,-27120,65,17684,捡起物品,干草块,-27119,64,17683,1个
2023-05-27 00:00:29,主世界,xiaofen6666435,-27120,65,17684,破坏方块,minecraft:hay_block,-27119,64,17681,
2023-05-27 00:00:29,主世界,xiaofen6666435,-27120,65,17684,破坏方块,minecraft:hay_block,-27118,64,17680,
2023-05-27 00:00:29,主世界,xiaofen6666435,-27120,65,17683,捡起物品,干草块,-27119,64,17682,1个
2023-05-27 00:00:30,主世界,xiaofen6666435,-27120,65,17683,破坏方块,minecraft:hay_block,-27119,63,17681,
2023-05-27 00:00:31,主世界,xiaofen6666435,-27119,65,17682,破坏方块,minecraft:hay_block,-27118,63,17680,
2023-05-27 00:00:31,主世界,xiaofen6666435,-27119,65,17682,捡起物品,干草块,-27119,63,17681,1个
2023-05-27 00:00:31,主世界,xiaofen6666435,-27119,65,17681,捡起物品,干草块,-27118,63,17681,1个
2023-05-27 00:00:31,主世界,xiaofen6666435,-27118,65,17680,捡起物品,干草块,-27117,63,17680,1个
2023-05-27 00:00:39,主世界,xiaofen6666435,-27118,65,17706,攻击,牛,-27119,63,17705,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:00:39,主世界,xiaofen6666435,-27118,65,17706,攻击,牛,-27119,64,17705,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:00:39,主世界,xiaofen6666435,-27118,65,17705,攻击,猫,-27118,63,17704,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:00:39,主世界,xiaofen6666435,-27117,65,17706,攻击,牛,-27118,63,17706,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:00:40,主世界,xiaofen6666435,-27118,65,17705,攻击,牛,-27119,63,17704,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:00:40,主世界,牛,-27119,63,17704,生物死亡,,,,,由于xiaofen6666435的攻击
2023-05-27 00:00:40,主世界,xiaofen6666435,-27118,65,17706,攻击,牛,-27119,63,17706,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:00:40,主世界,牛,-27119,63,17706,生物死亡,,,,,由于xiaofen6666435的攻击
2023-05-27 00:00:40,主世界,xiaofen6666435,-27117,65,17706,捡起物品,皮革,-27118,63,17704,1个
2023-05-27 00:00:40,主世界,xiaofen6666435,-27117,65,17706,捡起物品,生牛肉 1.5 0.9 1.6秒,-27118,63,17704,3个
2023-05-27 00:00:49,主世界,xiaofen6666435,-27118,65,17703,使用物品点击方块,minecraft:fence_gate,-27118,63,17701,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:00:49,主世界,xiaofen6666435,-27118,65,17703,方块接受玩家互动,minecraft:fence_gate,-27118,63,17701,
2023-05-27 00:01:00,主世界,xiaofen6666435,-27148,65,17682,攻击,村民,-27149,63,17684,使用物品：钻石锄 +5 1561 类型：minecraft:diamond_hoe
2023-05-27 00:01:01,主世界,xiaofen6666435,-27149,66,17683,破坏方块,minecraft:wheat,-27151,64,17684,
2023-05-27 00:01:01,主世界,xiaofen6666435,-27149,66,17685,破坏方块,minecraft:wheat,-27151,64,17685,
2023-05-27 00:01:02,主世界,xiaofen6666435,-27150,66,17685,破坏方块,minecraft:wheat,-27152,64,17685,
2023-05-27 00:01:02,主世界,xiaofen6666435,-27150,66,17686,破坏方块,minecraft:wheat,-27153,64,17685,
