时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-19 23:27:47,主世界,Noahland109,-62,66,-62,进入服务器,,,,,xuid=-14241834958103406876
2023-05-19 23:29:05,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-05-19 23:29:21,主世界,RichLi4307,-41,67,5,进入服务器,,,,,xuid=2535431188612282
2023-05-19 23:29:37,主世界,RichLi4307,-51,66,6,攻击,entity.dp_foods_plus:turkey_1.name,-52,64,8,使用物品： 类型：
2023-05-19 23:29:38,主世界,RichLi4307,-51,66,6,攻击,entity.dp_foods_plus:turkey_1.name,-52,64,8,使用物品： 类型：
2023-05-19 23:29:54,主世界,兔子,-33,64,-29,生物死亡,,,,,由于狐狸的攻击
2023-05-19 23:30:08,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:08,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:12,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:12,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:12,主世界,RichLi4307,-51,66,5,使用物品,水晶速射炮,,,,类型：pa:ln
2023-05-19 23:30:12,主世界,RichLi4307,-51,66,5,进食,水晶速射炮,,,,
2023-05-19 23:30:12,主世界,entity.pa:ll.name,,,,弹射物击中,entity.dp_foods_plus:turkey_1.name,-52,64,10,
2023-05-19 23:30:12,主世界,RichLi4307,-51,66,5,使用物品,菜单,,,,类型：pa:menu
2023-05-19 23:30:12,主世界,RichLi4307,-51,66,5,进食,菜单,,,,
2023-05-19 23:30:13,主世界,entity.pa:ll.name,-53,64,10,爆炸,,,,,
2023-05-19 23:30:17,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:17,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:17,主世界,entity.pa:ll.name,,,,弹射物击中,entity.dp_foods_plus:turkey_1.name,-53,64,10,
2023-05-19 23:30:17,主世界,entity.pa:ll.name,,,,弹射物击中,entity.dp_foods_plus:turkey_1.name,-53,64,10,
2023-05-19 23:30:17,主世界,entity.pa:ll.name,,,,弹射物击中,entity.dp_foods_plus:turkey_1.name,-53,64,11,
2023-05-19 23:30:17,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:17,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:17,主世界,entity.pa:ll.name,-53,64,12,爆炸,,,,,
2023-05-19 23:30:17,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:17,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:17,主世界,entity.pa:ll.name,-53,64,12,爆炸,,,,,
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:18,主世界,entity.pa:ll.name,-53,64,11,爆炸,,,,,
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:18,主世界,entity.pa:ll.name,-53,64,11,爆炸,,,,,
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:18,主世界,entity.pa:ll.name,-53,64,11,爆炸,,,,,
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:18,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:19,主世界,entity.pa:ll.name,,,,弹射物击中,entity.dp_foods_plus:turkey_1.name,-53,64,12,
2023-05-19 23:30:19,主世界,entity.dp_foods_plus:turkey_1.name,-53,64,12,生物死亡,,,,,由于RichLi4307的攻击
2023-05-19 23:30:19,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:19,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:19,主世界,entity.pa:ll.name,-53,64,11,爆炸,,,,,
2023-05-19 23:30:19,主世界,entity.pa:ll.name,,,,弹射物击中,entity.dp_foods_plus:turkey_1.name,-54,64,13,
2023-05-19 23:30:19,主世界,entity.pa:ll.name,-53,64,12,爆炸,,,,,
2023-05-19 23:30:19,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:19,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:19,主世界,entity.pa:ll.name,-54,64,14,爆炸,,,,,
2023-05-19 23:30:19,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:19,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:19,主世界,entity.pa:ll.name,-55,64,16,爆炸,,,,,
2023-05-19 23:30:20,主世界,RichLi4307,-51,66,5,使用物品,紫铜速射炮,,,,类型：pa:ll
2023-05-19 23:30:20,主世界,RichLi4307,-51,66,5,进食,紫铜速射炮,,,,
2023-05-19 23:30:20,主世界,entity.pa:ll.name,,,,弹射物击中,entity.dp_foods_plus:turkey_1.name,-54,64,15,
2023-05-19 23:30:20,主世界,entity.dp_foods_plus:turkey_1.name,-54,64,15,生物死亡,,,,,由于RichLi4307的攻击
2023-05-19 23:30:20,主世界,entity.pa:ll.name,-56,64,19,爆炸,,,,,
