时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-06-25 11:49:03,,lankun1437,,,,开始进服,,,,,xuid=2535451791872807
2023-06-25 11:49:47,主世界,lankun1437,5284,71,-14668,进入服务器,,,,,xuid=2535451791872807
2023-06-25 11:49:59,,lankun1437,,,,离开服务器,,,,,
2023-06-25 13:26:30,,lankun1437,,,,开始进服,,,,,xuid=2535451791872807
2023-06-25 13:26:45,主世界,箭,,,,弹射物击中,lankun1437,5284,72,-14668,
2023-06-25 13:26:49,主世界,箭,,,,弹射物击中,lankun1437,5284,72,-14667,
2023-06-25 13:26:51,主世界,箭,,,,弹射物击中,lankun1437,5284,71,-14668,
2023-06-25 13:26:53,主世界,箭,,,,弹射物击中,lankun1437,5283,71,-14665,
2023-06-25 13:26:55,主世界,箭,,,,弹射物击中,lankun1437,5283,71,-14664,
2023-06-25 13:26:58,主世界,箭,,,,弹射物击中,lankun1437,5282,71,-14664,
2023-06-25 13:27:00,主世界,箭,,,,弹射物击中,lankun1437,5282,71,-14664,
2023-06-25 13:27:03,主世界,箭,,,,弹射物击中,lankun1437,5282,71,-14664,
2023-06-25 13:27:05,主世界,lankun1437,5280,71,-14663,进入服务器,,,,,xuid=2535451791872807
2023-06-25 13:27:11,主世界,箭,,,,弹射物击中,lankun1437,5279,71,-14663,
2023-06-25 13:27:12,主世界,箭,,,,弹射物击中,lankun1437,5279,71,-14663,
2023-06-25 13:27:14,主世界,箭,,,,弹射物击中,lankun1437,5279,71,-14663,
2023-06-25 13:27:15,主世界,箭,,,,弹射物击中,lankun1437,5279,71,-14663,
2023-06-25 13:27:16,主世界,箭,,,,弹射物击中,lankun1437,5279,71,-14663,
2023-06-25 13:27:16,,lankun1437,,,,离开服务器,,,,,
2023-06-25 14:33:38,,lankun1437,,,,开始进服,,,,,xuid=2535451791872807
2023-06-25 14:33:49,主世界,箭,,,,弹射物击中,lankun1437,5279,72,-14663,
2023-06-25 14:33:51,主世界,箭,,,,弹射物击中,lankun1437,5279,72,-14663,
2023-06-25 14:33:53,主世界,箭,,,,弹射物击中,lankun1437,5279,72,-14663,
2023-06-25 14:33:55,主世界,箭,,,,弹射物击中,lankun1437,5279,72,-14663,
2023-06-25 14:33:57,主世界,箭,,,,弹射物击中,lankun1437,5279,72,-14663,
2023-06-25 14:33:58,主世界,箭,,,,弹射物击中,lankun1437,5279,72,-14663,
2023-06-25 14:34:00,主世界,箭,,,,弹射物击中,lankun1437,5279,72,-14663,
2023-06-25 14:34:01,主世界,箭,,,,弹射物击中,lankun1437,5279,73,-14663,
2023-06-25 14:34:04,主世界,箭,,,,弹射物击中,lankun1437,5276,73,-14661,
2023-06-25 14:34:05,主世界,箭,,,,弹射物击中,lankun1437,5278,71,-14663,
2023-06-25 14:34:07,主世界,箭,,,,弹射物击中,lankun1437,5276,72,-14661,
