时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-06-26 00:00:39,主世界,qingfengyecengf,90,224,744,破坏方块,minecraft:quartz_block,92,222,743,
2023-06-26 00:00:43,主世界,qingfengyecengf,93,224,746,使用物品点击方块,minecraft:smooth_quartz_stairs,93,222,743,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:00:43,主世界,qingfengyecengf,93,224,746,放置方块,minecraft:smooth_quartz_stairs,93,222,743,
2023-06-26 00:00:43,主世界,qingfengyecengf,93,224,746,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:00:44,主世界,qingfengyecengf,89,224,744,破坏方块,minecraft:smooth_quartz_stairs,92,222,743,
2023-06-26 00:00:48,主世界,qingfengyecengf,93,225,745,使用物品点击方块,minecraft:smooth_quartz_stairs,93,222,743,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:00:48,主世界,qingfengyecengf,93,225,745,放置方块,minecraft:smooth_quartz_stairs,93,222,743,
2023-06-26 00:00:48,主世界,qingfengyecengf,93,225,745,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:00:50,主世界,qingfengyecengf,91,225,745,破坏方块,minecraft:smooth_quartz_stairs,92,222,743,
2023-06-26 00:00:52,主世界,qingfengyecengf,92,225,743,使用物品点击方块,minecraft:concrete,92,222,744,使用物品：白色混凝土 类型：minecraft:concrete
2023-06-26 00:00:52,主世界,qingfengyecengf,92,225,743,放置方块,minecraft:concrete,92,222,744,
2023-06-26 00:00:52,主世界,qingfengyecengf,92,225,743,使用物品,白色混凝土,,,,类型：minecraft:concrete
2023-06-26 00:00:53,主世界,qingfengyecengf,92,225,743,使用物品点击方块,minecraft:concrete,91,222,744,使用物品：白色混凝土 类型：minecraft:concrete
2023-06-26 00:00:53,主世界,qingfengyecengf,92,225,743,放置方块,minecraft:concrete,91,222,744,
2023-06-26 00:00:54,主世界,qingfengyecengf,93,225,744,使用物品点击方块,minecraft:concrete,91,222,743,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:00:54,主世界,qingfengyecengf,93,225,744,放置方块,minecraft:concrete,91,222,743,
2023-06-26 00:00:54,主世界,qingfengyecengf,93,225,744,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:00:57,主世界,qingfengyecengf,94,221,742,破坏方块,minecraft:concrete,91,222,743,
2023-06-26 00:00:59,主世界,qingfengyecengf,92,225,743,破坏方块,minecraft:concrete,91,222,744,
2023-06-26 00:01:02,主世界,qingfengyecengf,94,225,745,使用物品点击方块,minecraft:concrete,92,222,744,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:02,主世界,qingfengyecengf,94,225,745,放置方块,minecraft:concrete,92,222,744,
2023-06-26 00:01:02,主世界,qingfengyecengf,94,225,745,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:03,主世界,qingfengyecengf,94,225,746,破坏方块,minecraft:smooth_quartz_stairs,92,222,745,
2023-06-26 00:01:04,主世界,qingfengyecengf,94,223,746,使用物品点击方块,minecraft:concrete,92,222,744,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:04,主世界,qingfengyecengf,94,223,746,放置方块,minecraft:concrete,92,222,744,
2023-06-26 00:01:04,主世界,qingfengyecengf,94,223,746,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:04,主世界,qingfengyecengf,94,223,746,使用物品点击方块,minecraft:smooth_quartz_stairs,92,222,745,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:04,主世界,qingfengyecengf,94,223,746,放置方块,minecraft:smooth_quartz_stairs,92,222,745,
2023-06-26 00:01:04,主世界,qingfengyecengf,94,223,746,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:08,主世界,qingfengyecengf,93,224,748,使用物品点击方块,minecraft:cherry_slab,91,218,747,使用物品：白色混凝土 类型：minecraft:concrete
2023-06-26 00:01:08,主世界,qingfengyecengf,93,224,748,放置方块,minecraft:cherry_slab,91,218,747,
2023-06-26 00:01:08,主世界,qingfengyecengf,93,224,748,使用物品,白色混凝土,,,,类型：minecraft:concrete
2023-06-26 00:01:09,主世界,qingfengyecengf,92,224,747,破坏方块,minecraft:concrete,91,219,747,
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,使用物品点击方块,minecraft:cherry_slab,92,218,747,使用物品：白色混凝土 类型：minecraft:concrete
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,放置方块,minecraft:cherry_slab,92,218,747,
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,使用物品,白色混凝土,,,,类型：minecraft:concrete
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,使用物品点击方块,minecraft:concrete,92,219,747,使用物品：白色混凝土 类型：minecraft:concrete
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,放置方块,minecraft:concrete,92,219,747,
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,使用物品,白色混凝土,,,,类型：minecraft:concrete
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,使用物品点击方块,minecraft:concrete,92,220,747,使用物品：白色混凝土 类型：minecraft:concrete
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,放置方块,minecraft:concrete,92,220,747,
2023-06-26 00:01:10,主世界,qingfengyecengf,92,224,747,使用物品,白色混凝土,,,,类型：minecraft:concrete
2023-06-26 00:01:11,主世界,qingfengyecengf,93,225,748,使用物品点击方块,minecraft:concrete,92,221,747,使用物品：白色混凝土 类型：minecraft:concrete
2023-06-26 00:01:11,主世界,qingfengyecengf,93,225,748,放置方块,minecraft:concrete,92,221,747,
2023-06-26 00:01:11,主世界,qingfengyecengf,93,225,748,使用物品,白色混凝土,,,,类型：minecraft:concrete
2023-06-26 00:01:18,主世界,qingfengyecengf,94,224,748,使用物品点击方块,minecraft:concrete,92,222,747,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:18,主世界,qingfengyecengf,94,224,748,放置方块,minecraft:concrete,92,222,747,
2023-06-26 00:01:18,主世界,qingfengyecengf,94,224,748,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:19,主世界,qingfengyecengf,93,224,747,使用物品点击方块,minecraft:smooth_quartz_stairs,92,222,748,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:19,主世界,qingfengyecengf,93,224,747,放置方块,minecraft:smooth_quartz_stairs,92,222,748,
2023-06-26 00:01:19,主世界,qingfengyecengf,93,224,747,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:26,主世界,qingfengyecengf,94,224,747,使用物品点击方块,minecraft:smooth_quartz_stairs,93,222,748,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:26,主世界,qingfengyecengf,94,224,747,放置方块,minecraft:smooth_quartz_stairs,93,222,748,
2023-06-26 00:01:26,主世界,qingfengyecengf,94,224,747,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:27,主世界,qingfengyecengf,95,224,747,使用物品点击方块,minecraft:smooth_quartz_stairs,94,222,748,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:27,主世界,qingfengyecengf,95,224,747,放置方块,minecraft:smooth_quartz_stairs,94,222,748,
2023-06-26 00:01:27,主世界,qingfengyecengf,95,224,747,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:28,主世界,qingfengyecengf,96,224,747,使用物品点击方块,minecraft:smooth_quartz_stairs,95,222,748,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:28,主世界,qingfengyecengf,96,224,747,放置方块,minecraft:smooth_quartz_stairs,95,222,748,
2023-06-26 00:01:28,主世界,qingfengyecengf,96,224,747,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:34,主世界,qingfengyecengf,98,224,749,使用物品点击方块,minecraft:smooth_quartz_stairs,96,222,748,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:34,主世界,qingfengyecengf,98,224,749,放置方块,minecraft:smooth_quartz_stairs,96,222,748,
2023-06-26 00:01:34,主世界,qingfengyecengf,98,224,749,使用物品,平滑石英楼梯,,,,类型：minecraft:smooth_quartz_stairs
2023-06-26 00:01:35,主世界,qingfengyecengf,98,224,750,破坏方块,minecraft:smooth_quartz_stairs,96,222,749,
2023-06-26 00:01:36,主世界,qingfengyecengf,98,224,750,使用物品点击方块,minecraft:smooth_quartz_stairs,96,222,748,使用物品：平滑石英楼梯 类型：minecraft:smooth_quartz_stairs
