时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-06-18 07:39:32,,lankun1437,,,,开始进服,,,,,xuid=2535451791872807
2023-06-18 07:40:12,主世界,lankun1437,-71,66,-68,进入服务器,,,,,xuid=2535451791872807
2023-06-18 07:40:46,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:47,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:51,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:52,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:53,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:54,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:57,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:58,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:40:59,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:41:00,主世界,lankun1437,-81,66,-68,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:41:49,主世界,lankun1437,6870,60,12498,使用物品,下界合金镐 +6 2031,,,,类型：minecraft:netherite_pickaxe
2023-06-18 07:41:58,主世界,lankun1437,6870,41,12498,使用物品,下界合金镐 +6 2031,,,,类型：minecraft:netherite_pickaxe
2023-06-18 07:43:05,主世界,lankun1437,6684,62,12433,使用物品,菜单,,,,类型：pa:menu
2023-06-18 07:43:26,主世界,lankun1437,-3,303,10,使用物品点击方块,minecraft:polished_blackstone_button,-3,302,10,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:43:26,主世界,lankun1437,-3,303,11,方块接受玩家互动,minecraft:polished_blackstone_button,-3,302,10,
2023-06-18 07:43:38,主世界,lankun1437,943,193,660,使用物品点击方块,minecraft:mangrove_roots,943,193,660,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:43:38,主世界,lankun1437,943,193,660,放置方块,minecraft:mangrove_roots,943,193,660,
2023-06-18 07:43:43,主世界,lankun1437,942,198,672,使用物品点击方块,minecraft:snow_layer,942,196,676,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:43:43,主世界,lankun1437,942,198,672,放置方块,minecraft:snow_layer,942,196,676,
2023-06-18 07:43:46,主世界,lankun1437,942,199,679,使用物品点击方块,minecraft:snow_layer,942,198,681,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:43:46,主世界,lankun1437,942,199,679,放置方块,minecraft:snow_layer,942,198,681,
2023-06-18 07:44:16,主世界,lankun1437,906,216,697,使用物品点击方块,minecraft:stone,905,215,697,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:44:16,主世界,lankun1437,906,216,697,放置方块,minecraft:stone,905,215,697,
2023-06-18 07:44:22,主世界,lankun1437,906,233,703,使用物品点击方块,minecraft:glass,905,232,704,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:44:22,主世界,lankun1437,906,233,703,放置方块,minecraft:glass,905,232,704,
2023-06-18 07:44:32,主世界,lankun1437,905,233,708,使用物品点击方块,minecraft:wooden_slab,903,231,707,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:44:32,主世界,lankun1437,905,233,708,放置方块,minecraft:wooden_slab,903,231,707,
2023-06-18 07:44:32,主世界,lankun1437,905,233,708,使用物品点击方块,minecraft:ender_chest,903,230,707,使用物品：大剑 类型：pa:bigsword
2023-06-18 07:44:32,主世界,lankun1437,905,233,708,打开容器,minecraft:ender_chest,903,230,707,
2023-06-18 07:44:32,主世界,lankun1437,905,233,708,方块接受玩家互动,minecraft:ender_chest,903,230,707,
2023-06-18 07:44:36,主世界,lankun1437,905,233,708,容器 放入物品,minecraft:ender_chest,903,230,707,从第18号槽 放入40个 下界岩
2023-06-18 07:44:38,主世界,lankun1437,905,233,708,容器 取出物品,minecraft:ender_chest,903,230,707,从第20号槽 取出8个 下界金矿石
2023-06-18 07:44:39,主世界,lankun1437,905,233,708,关闭容器,minecraft:ender_chest,903,230,707,
