时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-05-25 12:35:41,,UltimoFawn56770,,,,开始进服,,,,,xuid=2535412971216763
2023-05-25 12:36:09,主世界,UltimoFawn56770,-10243,72,-857,进入服务器,,,,,xuid=2535412971216763
2023-05-25 12:36:55,主世界,UltimoFawn56770,-10260,70,-871,玩家死亡,,,,,
2023-05-25 12:36:56,主世界,UltimoFawn56770,-10260,70,-871,重生,,,,,
2023-05-25 12:37:11,主世界,UltimoFawn56770,-10283,69,-870,使用物品点击方块,minecraft:crafting_table,-10285,67,-873,使用物品： 类型：
2023-05-25 12:37:11,主世界,UltimoFawn56770,-10283,69,-870,打开容器,minecraft:crafting_table,-10285,67,-873,
2023-05-25 12:37:13,主世界,UltimoFawn56770,-10283,69,-870,使用物品点击方块,minecraft:furnace,-10285,67,-872,使用物品： 类型：
2023-05-25 12:37:13,主世界,UltimoFawn56770,-10283,69,-870,方块接受玩家互动,minecraft:furnace,-10285,67,-872,
2023-05-25 12:37:13,主世界,UltimoFawn56770,-10283,69,-870,打开容器,minecraft:furnace,-10285,67,-872,
2023-05-25 12:37:14,主世界,UltimoFawn56770,-10283,69,-870,容器 放入物品,minecraft:furnace,-10285,67,-872,从第0号槽 放入45个 粗铁
2023-05-25 12:37:14,主世界,UltimoFawn56770,-10283,69,-870,容器 放入物品,minecraft:furnace,-10285,67,-872,从第1号槽 放入3个 煤炭
2023-05-25 12:37:17,主世界,UltimoFawn56770,-10288,69,-869,使用物品点击方块,minecraft:dark_oak_door,-10292,68,-870,使用物品： 类型：
2023-05-25 12:37:17,主世界,UltimoFawn56770,-10287,69,-869,方块接受玩家互动,minecraft:dark_oak_door,-10292,68,-870,
2023-05-25 12:37:20,主世界,UltimoFawn56770,-10286,69,-868,使用物品点击方块,minecraft:chest,-10282,67,-865,使用物品： 类型：
2023-05-25 12:37:20,主世界,UltimoFawn56770,-10286,69,-868,打开容器,minecraft:chest,-10282,67,-865,
2023-05-25 12:37:20,主世界,UltimoFawn56770,-10287,69,-868,方块接受玩家互动,minecraft:chest,-10282,67,-865,
2023-05-25 12:37:23,主世界,UltimoFawn56770,-10285,69,-867,关闭容器,minecraft:chest,-10282,67,-865,
2023-05-25 12:37:23,主世界,UltimoFawn56770,-10285,69,-867,使用物品点击方块,minecraft:chest,-10284,67,-865,使用物品： 类型：
2023-05-25 12:37:23,主世界,UltimoFawn56770,-10285,69,-867,打开容器,minecraft:chest,-10284,67,-865,
2023-05-25 12:37:23,主世界,UltimoFawn56770,-10285,69,-867,方块接受玩家互动,minecraft:chest,-10284,67,-865,
2023-05-25 12:37:26,主世界,UltimoFawn56770,-10285,69,-867,关闭容器,minecraft:chest,-10284,67,-865,
2023-05-25 12:37:32,主世界,UltimoFawn56770,-10282,74,-868,使用物品点击方块,minecraft:chest,-10283,73,-865,使用物品： 类型：
2023-05-25 12:37:32,主世界,UltimoFawn56770,-10282,74,-868,打开容器,minecraft:chest,-10283,73,-865,
2023-05-25 12:37:32,主世界,UltimoFawn56770,-10282,74,-868,方块接受玩家互动,minecraft:chest,-10283,73,-865,
2023-05-25 12:37:35,主世界,UltimoFawn56770,-10282,74,-868,关闭容器,minecraft:chest,-10283,73,-865,
2023-05-25 12:37:35,主世界,UltimoFawn56770,-10282,74,-868,使用物品点击方块,minecraft:chest,-10282,72,-865,使用物品： 类型：
2023-05-25 12:37:35,主世界,UltimoFawn56770,-10282,74,-868,打开容器,minecraft:chest,-10282,72,-865,
2023-05-25 12:37:35,主世界,UltimoFawn56770,-10282,74,-868,方块接受玩家互动,minecraft:chest,-10282,72,-865,
2023-05-25 12:37:37,主世界,UltimoFawn56770,-10282,74,-868,关闭容器,minecraft:chest,-10282,72,-865,
2023-05-25 12:37:37,主世界,UltimoFawn56770,-10282,74,-868,使用物品点击方块,minecraft:chest,-10285,73,-865,使用物品： 类型：
2023-05-25 12:37:37,主世界,UltimoFawn56770,-10282,74,-868,打开容器,minecraft:chest,-10285,73,-865,
2023-05-25 12:37:37,主世界,UltimoFawn56770,-10282,74,-868,方块接受玩家互动,minecraft:chest,-10285,73,-865,
2023-05-25 12:37:38,主世界,UltimoFawn56770,-10282,74,-868,关闭容器,minecraft:chest,-10285,73,-865,
2023-05-25 12:37:39,主世界,UltimoFawn56770,-10282,74,-868,使用物品点击方块,minecraft:chest,-10286,72,-865,使用物品： 类型：
2023-05-25 12:37:39,主世界,UltimoFawn56770,-10282,74,-868,打开容器,minecraft:chest,-10286,72,-865,
2023-05-25 12:37:39,主世界,UltimoFawn56770,-10282,74,-868,方块接受玩家互动,minecraft:chest,-10286,72,-865,
2023-05-25 12:37:40,主世界,UltimoFawn56770,-10282,74,-868,关闭容器,minecraft:chest,-10286,72,-865,
2023-05-25 12:37:40,主世界,UltimoFawn56770,-10283,74,-869,使用物品点击方块,minecraft:chest,-10288,73,-865,使用物品： 类型：
2023-05-25 12:37:40,主世界,UltimoFawn56770,-10283,74,-869,打开容器,minecraft:chest,-10288,73,-865,
2023-05-25 12:37:40,主世界,UltimoFawn56770,-10283,74,-868,方块接受玩家互动,minecraft:chest,-10288,73,-865,
2023-05-25 12:37:42,主世界,UltimoFawn56770,-10283,74,-869,关闭容器,minecraft:chest,-10288,73,-865,
2023-05-25 12:37:42,主世界,UltimoFawn56770,-10283,74,-869,使用物品点击方块,minecraft:chest,-10288,72,-865,使用物品： 类型：
2023-05-25 12:37:42,主世界,UltimoFawn56770,-10283,74,-869,打开容器,minecraft:chest,-10288,72,-865,
2023-05-25 12:37:42,主世界,UltimoFawn56770,-10283,74,-869,方块接受玩家互动,minecraft:chest,-10288,72,-865,
2023-05-25 12:37:43,主世界,UltimoFawn56770,-10283,74,-869,容器 放入物品,minecraft:chest,-10288,72,-865,从第15号槽 放入1个 火把 14
2023-05-25 12:37:44,主世界,UltimoFawn56770,-10283,74,-869,容器 放入物品,minecraft:chest,-10288,72,-865,从第15号槽 放入1个 骨头
2023-05-25 12:37:46,主世界,UltimoFawn56770,-10283,74,-869,关闭容器,minecraft:chest,-10288,72,-865,
2023-05-25 12:39:35,主世界,UltimoFawn56770,-10262,72,-866,使用物品,水桶,,,,类型：minecraft:water_bucket
2023-05-25 12:39:37,主世界,UltimoFawn56770,-10261,72,-866,破坏方块,minecraft:grass,-10260,69,-867,
2023-05-25 12:39:38,主世界,UltimoFawn56770,-10260,71,-867,捡起物品,泥土,-10260,69,-866,1个
2023-05-25 12:39:40,主世界,UltimoFawn56770,-10259,72,-866,使用物品点击方块,minecraft:dirt,-10260,68,-867,使用物品：水桶 类型：minecraft:water_bucket
2023-05-25 12:39:40,主世界,UltimoFawn56770,-10259,72,-866,放置方块,minecraft:dirt,-10260,68,-867,
2023-05-25 12:39:41,主世界,UltimoFawn56770,-10258,72,-866,使用物品点击方块,minecraft:water,-10260,69,-867,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:39:41,主世界,UltimoFawn56770,-10258,72,-866,放置方块,minecraft:water,-10260,69,-867,
2023-05-25 12:39:44,主世界,UltimoFawn56770,-10260,71,-867,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:39:51,主世界,UltimoFawn56770,-10261,71,-867,破坏方块,minecraft:obsidian,-10261,68,-868,
2023-05-25 12:39:52,主世界,UltimoFawn56770,-10261,70,-867,捡起物品,黑曜石,-10260,69,-868,1个
2023-05-25 12:39:59,主世界,UltimoFawn56770,-10261,70,-867,破坏方块,minecraft:obsidian,-10261,68,-869,
2023-05-25 12:40:00,主世界,UltimoFawn56770,-10261,70,-867,捡起物品,黑曜石,-10261,68,-869,1个
2023-05-25 12:40:14,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:obsidian,-10261,68,-870,
2023-05-25 12:40:15,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:grass,-10261,67,-870,
2023-05-25 12:40:17,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:dirt,-10261,67,-871,
2023-05-25 12:40:18,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:dirt,-10261,66,-871,
2023-05-25 12:40:18,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:stone,-10261,66,-872,
2023-05-25 12:40:19,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:stone,-10261,65,-872,
2023-05-25 12:40:19,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:stone,-10261,65,-873,
2023-05-25 12:40:20,主世界,UltimoFawn56770,-10261,70,-868,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:40:20,主世界,UltimoFawn56770,-10261,70,-868,破坏方块,minecraft:stone,-10261,64,-873,
2023-05-25 12:40:25,主世界,UltimoFawn56770,-10261,69,-870,捡起物品,黑曜石,-10260,67,-870,1个
2023-05-25 12:40:25,主世界,UltimoFawn56770,-10261,69,-870,捡起物品,泥土,-10260,67,-869,1个
2023-05-25 12:40:25,主世界,UltimoFawn56770,-10261,69,-870,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:40:26,主世界,UltimoFawn56770,-10261,69,-870,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:40:28,主世界,UltimoFawn56770,-10261,69,-870,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:40:28,主世界,UltimoFawn56770,-10261,69,-870,破坏方块,minecraft:stone,-10261,66,-870,
2023-05-25 12:40:28,主世界,UltimoFawn56770,-10261,68,-870,捡起物品,泥土,-10260,66,-870,2个
2023-05-25 12:40:29,主世界,UltimoFawn56770,-10261,68,-870,捡起物品,圆石,-10260,66,-870,1个
2023-05-25 12:40:31,主世界,UltimoFawn56770,-10260,68,-869,使用物品,泥土,,,,类型：minecraft:dirt
2023-05-25 12:40:33,主世界,UltimoFawn56770,-10260,69,-869,使用物品点击方块,minecraft:stone,-10261,65,-870,使用物品：泥土 类型：minecraft:dirt
2023-05-25 12:40:33,主世界,UltimoFawn56770,-10260,69,-869,放置方块,minecraft:stone,-10261,65,-870,
2023-05-25 12:40:34,主世界,UltimoFawn56770,-10260,69,-869,使用物品点击方块,minecraft:dirt,-10262,67,-871,使用物品：泥土 类型：minecraft:dirt
2023-05-25 12:40:34,主世界,UltimoFawn56770,-10260,69,-869,放置方块,minecraft:dirt,-10262,67,-871,
2023-05-25 12:40:35,主世界,UltimoFawn56770,-10260,70,-869,使用物品点击方块,minecraft:dirt,-10261,67,-871,使用物品：泥土 类型：minecraft:dirt
2023-05-25 12:40:35,主世界,UltimoFawn56770,-10260,70,-869,放置方块,minecraft:dirt,-10261,67,-871,
2023-05-25 12:40:36,主世界,UltimoFawn56770,-10260,70,-869,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:40:43,主世界,UltimoFawn56770,-10260,70,-870,破坏方块,minecraft:obsidian,-10261,68,-871,
2023-05-25 12:40:44,主世界,UltimoFawn56770,-10260,70,-870,捡起物品,黑曜石,-10260,68,-871,1个
2023-05-25 12:40:50,主世界,UltimoFawn56770,-10260,70,-870,破坏方块,minecraft:obsidian,-10261,68,-872,
2023-05-25 12:40:51,主世界,UltimoFawn56770,-10260,70,-870,捡起物品,黑曜石,-10261,68,-871,1个
2023-05-25 12:40:58,主世界,UltimoFawn56770,-10261,70,-871,破坏方块,minecraft:obsidian,-10261,68,-873,
2023-05-25 12:40:59,主世界,UltimoFawn56770,-10261,70,-872,捡起物品,黑曜石,-10260,69,-873,1个
2023-05-25 12:41:02,主世界,UltimoFawn56770,-10259,71,-872,使用物品点击方块,minecraft:grass,-10260,68,-874,使用物品：水桶 类型：minecraft:water_bucket
2023-05-25 12:41:02,主世界,UltimoFawn56770,-10259,71,-872,放置方块,minecraft:grass,-10260,68,-874,
2023-05-25 12:41:03,主世界,UltimoFawn56770,-10259,71,-873,使用物品点击方块,minecraft:water,-10260,69,-874,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:41:03,主世界,UltimoFawn56770,-10259,71,-873,放置方块,minecraft:water,-10260,69,-874,
2023-05-25 12:41:05,主世界,UltimoFawn56770,-10261,71,-873,使用物品点击方块,minecraft:grass,-10263,68,-873,使用物品：水桶 类型：minecraft:water_bucket
2023-05-25 12:41:05,主世界,UltimoFawn56770,-10261,71,-873,放置方块,minecraft:grass,-10263,68,-873,
2023-05-25 12:41:05,主世界,UltimoFawn56770,-10261,71,-873,使用物品点击方块,minecraft:flowing_water,-10263,69,-873,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:41:05,主世界,UltimoFawn56770,-10261,71,-873,放置方块,minecraft:flowing_water,-10263,69,-873,
2023-05-25 12:41:07,主世界,UltimoFawn56770,-10260,71,-873,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:41:13,主世界,UltimoFawn56770,-10260,71,-874,破坏方块,minecraft:obsidian,-10261,68,-874,
2023-05-25 12:41:14,主世界,UltimoFawn56770,-10260,70,-874,捡起物品,黑曜石,-10261,69,-873,1个
2023-05-25 12:41:14,主世界,UltimoFawn56770,-10260,70,-874,破坏方块,minecraft:cobblestone,-10261,68,-873,
2023-05-25 12:41:15,主世界,UltimoFawn56770,-10260,70,-874,破坏方块,minecraft:cobblestone,-10261,68,-872,
2023-05-25 12:41:16,主世界,UltimoFawn56770,-10260,70,-873,捡起物品,圆石,-10260,68,-872,1个
2023-05-25 12:41:16,主世界,UltimoFawn56770,-10260,70,-873,捡起物品,圆石,-10260,68,-872,1个
2023-05-25 12:41:18,主世界,UltimoFawn56770,-10262,71,-872,使用物品,钻石镐 +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-05-25 12:41:25,主世界,UltimoFawn56770,-10263,71,-872,破坏方块,minecraft:obsidian,-10263,68,-872,
2023-05-25 12:41:26,主世界,UltimoFawn56770,-10263,70,-872,捡起物品,黑曜石,-10263,68,-871,1个
2023-05-25 12:41:33,主世界,UltimoFawn56770,-10263,70,-872,破坏方块,minecraft:obsidian,-10263,68,-871,
2023-05-25 12:41:34,主世界,UltimoFawn56770,-10263,70,-872,捡起物品,黑曜石,-10263,69,-871,1个
2023-05-25 12:41:40,主世界,UltimoFawn56770,-10263,70,-871,破坏方块,minecraft:obsidian,-10263,68,-870,
2023-05-25 12:41:40,主世界,UltimoFawn56770,-10263,70,-870,捡起物品,黑曜石,-10263,68,-869,1个
2023-05-25 12:41:47,主世界,UltimoFawn56770,-10263,70,-870,破坏方块,minecraft:obsidian,-10263,68,-869,
2023-05-25 12:41:47,主世界,UltimoFawn56770,-10263,70,-870,捡起物品,黑曜石,-10262,69,-869,1个
2023-05-25 12:41:54,主世界,UltimoFawn56770,-10263,70,-869,破坏方块,minecraft:obsidian,-10263,68,-868,
2023-05-25 12:41:55,主世界,UltimoFawn56770,-10262,70,-868,捡起物品,黑曜石,-10262,68,-868,1个
2023-05-25 12:41:56,主世界,UltimoFawn56770,-10258,72,-867,使用物品点击方块,minecraft:grass,-10255,69,-867,使用物品：水桶 类型：minecraft:water_bucket
2023-05-25 12:41:56,主世界,UltimoFawn56770,-10258,72,-867,放置方块,minecraft:grass,-10255,69,-867,
2023-05-25 12:42:07,主世界,UltimoFawn56770,-10263,72,-864,使用物品点击方块,minecraft:grass,-10265,69,-863,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:07,主世界,UltimoFawn56770,-10263,72,-864,放置方块,minecraft:grass,-10265,69,-863,
2023-05-25 12:42:07,主世界,UltimoFawn56770,-10262,71,-862,使用物品点击方块,minecraft:grass,-10263,68,-862,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:07,主世界,UltimoFawn56770,-10262,71,-862,放置方块,minecraft:grass,-10263,68,-862,
2023-05-25 12:42:24,主世界,UltimoFawn56770,-10289,69,-870,使用物品点击方块,minecraft:lit_furnace,-10285,67,-872,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:24,主世界,UltimoFawn56770,-10289,69,-870,方块接受玩家互动,minecraft:lit_furnace,-10285,67,-872,
2023-05-25 12:42:24,主世界,UltimoFawn56770,-10289,69,-870,打开容器,minecraft:lit_furnace,-10285,67,-872,
2023-05-25 12:42:25,主世界,UltimoFawn56770,-10288,69,-870,容器 放入物品,minecraft:lit_furnace,-10285,67,-872,从第2号槽 放入27个 铁锭
2023-05-25 12:42:26,主世界,UltimoFawn56770,-10288,69,-870,容器 放入物品,minecraft:lit_furnace,-10285,67,-872,从第2号槽 放入26个 铁锭
2023-05-25 12:42:26,主世界,UltimoFawn56770,-10288,69,-870,容器 放入物品,minecraft:lit_furnace,-10285,67,-872,从第2号槽 放入25个 铁锭
2023-05-25 12:42:26,主世界,UltimoFawn56770,-10288,69,-870,容器 取出物品,minecraft:lit_furnace,-10285,67,-872,从第2号槽 取出25个 铁锭
2023-05-25 12:42:29,主世界,UltimoFawn56770,-10287,69,-871,使用物品点击方块,minecraft:lit_furnace,-10285,67,-872,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:29,主世界,UltimoFawn56770,-10287,69,-871,方块接受玩家互动,minecraft:lit_furnace,-10285,67,-872,
2023-05-25 12:42:29,主世界,UltimoFawn56770,-10287,69,-871,打开容器,minecraft:lit_furnace,-10285,67,-872,
2023-05-25 12:42:31,主世界,UltimoFawn56770,-10284,70,-871,使用物品点击方块,minecraft:ender_chest,-10284,68,-875,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:31,主世界,UltimoFawn56770,-10284,70,-871,打开容器,minecraft:ender_chest,-10284,68,-875,
2023-05-25 12:42:31,主世界,UltimoFawn56770,-10284,70,-871,方块接受玩家互动,minecraft:ender_chest,-10284,68,-875,
2023-05-25 12:42:32,主世界,UltimoFawn56770,-10284,70,-871,关闭容器,minecraft:ender_chest,-10284,68,-875,
2023-05-25 12:42:33,主世界,UltimoFawn56770,-10281,69,-869,使用物品点击方块,minecraft:planks,-10283,67,-864,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:33,主世界,UltimoFawn56770,-10281,69,-869,放置方块,minecraft:planks,-10283,67,-864,
2023-05-25 12:42:33,主世界,UltimoFawn56770,-10281,69,-869,使用物品点击方块,minecraft:chest,-10282,67,-865,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:33,主世界,UltimoFawn56770,-10281,69,-869,打开容器,minecraft:chest,-10282,67,-865,
2023-05-25 12:42:33,主世界,UltimoFawn56770,-10281,69,-869,方块接受玩家互动,minecraft:chest,-10282,67,-865,
2023-05-25 12:42:38,主世界,UltimoFawn56770,-10281,69,-869,关闭容器,minecraft:chest,-10282,67,-865,
2023-05-25 12:42:43,主世界,UltimoFawn56770,-10283,74,-868,使用物品点击方块,minecraft:chest,-10283,73,-865,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:43,主世界,UltimoFawn56770,-10283,74,-868,打开容器,minecraft:chest,-10283,73,-865,
2023-05-25 12:42:43,主世界,UltimoFawn56770,-10283,74,-868,方块接受玩家互动,minecraft:chest,-10283,73,-865,
2023-05-25 12:42:47,主世界,UltimoFawn56770,-10283,74,-868,关闭容器,minecraft:chest,-10283,73,-865,
2023-05-25 12:42:48,主世界,UltimoFawn56770,-10285,74,-868,使用物品点击方块,minecraft:chest,-10288,73,-865,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:48,主世界,UltimoFawn56770,-10285,74,-868,打开容器,minecraft:chest,-10288,73,-865,
2023-05-25 12:42:48,主世界,UltimoFawn56770,-10284,74,-868,方块接受玩家互动,minecraft:chest,-10288,73,-865,
2023-05-25 12:42:52,主世界,UltimoFawn56770,-10285,74,-868,关闭容器,minecraft:chest,-10288,73,-865,
2023-05-25 12:42:52,主世界,UltimoFawn56770,-10285,74,-868,使用物品点击方块,minecraft:chest,-10289,72,-865,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:42:52,主世界,UltimoFawn56770,-10285,74,-868,打开容器,minecraft:chest,-10289,72,-865,
2023-05-25 12:42:52,主世界,UltimoFawn56770,-10285,74,-868,方块接受玩家互动,minecraft:chest,-10289,72,-865,
2023-05-25 12:42:55,主世界,UltimoFawn56770,-10285,74,-868,关闭容器,minecraft:chest,-10289,72,-865,
2023-05-25 12:43:00,,UltimoFawn56770,,,,离开服务器,,,,,
2023-05-25 12:44:14,,UltimoFawn56770,,,,开始进服,,,,,xuid=2535412971216763
2023-05-25 12:44:41,主世界,UltimoFawn56770,-10285,74,-868,进入服务器,,,,,xuid=2535412971216763
2023-05-25 12:44:46,主世界,UltimoFawn56770,-10285,74,-867,使用物品点击方块,minecraft:chest,-10288,73,-865,使用物品：桶 类型：minecraft:bucket
2023-05-25 12:44:46,主世界,UltimoFawn56770,-10285,74,-867,打开容器,minecraft:chest,-10288,73,-865,
2023-05-25 12:44:46,主世界,UltimoFawn56770,-10285,74,-867,方块接受玩家互动,minecraft:chest,-10288,73,-865,
2023-05-25 12:44:49,主世界,UltimoFawn56770,-10285,74,-867,容器 放入物品,minecraft:chest,-10288,73,-865,从第11号槽 放入1个 桶
2023-05-25 12:44:50,主世界,UltimoFawn56770,-10285,74,-867,关闭容器,minecraft:chest,-10288,73,-865,
2023-05-25 12:45:02,主世界,UltimoFawn56770,-10286,69,-874,使用物品点击方块,minecraft:blast_furnace,-10285,67,-874,使用物品：火把 14 类型：minecraft:torch
2023-05-25 12:45:02,主世界,UltimoFawn56770,-10286,69,-874,方块接受玩家互动,minecraft:blast_furnace,-10285,67,-874,
2023-05-25 12:45:02,主世界,UltimoFawn56770,-10286,69,-874,打开容器,minecraft:blast_furnace,-10285,67,-874,
2023-05-25 12:45:06,主世界,UltimoFawn56770,-10286,69,-874,容器 放入物品,minecraft:blast_furnace,-10285,67,-874,从第0号槽 放入21个 金合欢原木
2023-05-25 12:45:08,主世界,UltimoFawn56770,-10286,69,-874,容器 放入物品,minecraft:blast_furnace,-10285,67,-874,从第1号槽 放入21个 金合欢原木
2023-05-25 12:45:08,主世界,UltimoFawn56770,-10286,69,-874,容器 取出物品,minecraft:blast_furnace,-10285,67,-874,从第0号槽 取出21个 金合欢原木
2023-05-25 12:45:10,主世界,UltimoFawn56770,-10286,69,-874,容器 放入物品,minecraft:blast_furnace,-10285,67,-874,从第0号槽 放入11个 金合欢原木
2023-05-25 12:45:10,主世界,UltimoFawn56770,-10286,69,-874,容器 放入物品,minecraft:blast_furnace,-10285,67,-874,从第1号槽 放入10个 金合欢原木
2023-05-25 12:45:12,主世界,UltimoFawn56770,-10286,69,-874,容器 取出物品,minecraft:blast_furnace,-10285,67,-874,从第1号槽 取出10个 金合欢原木
2023-05-25 12:45:13,主世界,UltimoFawn56770,-10286,69,-874,容器 取出物品,minecraft:blast_furnace,-10285,67,-874,从第0号槽 取出11个 金合欢原木
2023-05-25 12:45:18,主世界,UltimoFawn56770,-10282,69,-868,使用物品点击方块,minecraft:chest,-10282,67,-865,使用物品：泥土 类型：minecraft:dirt
2023-05-25 12:45:18,主世界,UltimoFawn56770,-10282,69,-868,打开容器,minecraft:chest,-10282,67,-865,
2023-05-25 12:45:18,主世界,UltimoFawn56770,-10282,69,-868,方块接受玩家互动,minecraft:chest,-10282,67,-865,
2023-05-25 12:45:22,主世界,UltimoFawn56770,-10282,69,-868,关闭容器,minecraft:chest,-10282,67,-865,
2023-05-25 12:45:23,主世界,UltimoFawn56770,-10282,69,-871,使用物品点击方块,minecraft:crafting_table,-10285,67,-873,使用物品：泥土 类型：minecraft:dirt
2023-05-25 12:45:23,主世界,UltimoFawn56770,-10282,69,-871,打开容器,minecraft:crafting_table,-10285,67,-873,
2023-05-25 12:45:32,主世界,UltimoFawn56770,-10287,69,-870,使用物品点击方块,minecraft:planks,-10285,66,-871,使用物品：熔炉 13 类型：minecraft:furnace
2023-05-25 12:45:32,主世界,UltimoFawn56770,-10287,69,-870,放置方块,minecraft:planks,-10285,66,-871,
2023-05-25 12:45:33,主世界,UltimoFawn56770,-10287,69,-870,使用物品点击方块,minecraft:furnace,-10285,67,-871,使用物品： 类型：
2023-05-25 12:45:33,主世界,UltimoFawn56770,-10287,69,-870,方块接受玩家互动,minecraft:furnace,-10285,67,-871,
2023-05-25 12:45:33,主世界,UltimoFawn56770,-10287,69,-870,打开容器,minecraft:furnace,-10285,67,-871,
2023-05-25 12:45:35,主世界,UltimoFawn56770,-10287,69,-870,容器 放入物品,minecraft:furnace,-10285,67,-871,从第1号槽 放入11个 金合欢原木
2023-05-25 12:45:36,主世界,UltimoFawn56770,-10287,69,-870,容器 放入物品,minecraft:furnace,-10285,67,-871,从第0号槽 放入5个 金合欢原木
2023-05-25 12:45:36,主世界,UltimoFawn56770,-10287,69,-870,容器 放入物品,minecraft:furnace,-10285,67,-871,从第1号槽 放入10个 金合欢原木
2023-05-25 12:45:44,主世界,UltimoFawn56770,-10291,69,-870,使用物品点击方块,minecraft:dark_oak_door,-10292,68,-870,使用物品： 类型：
2023-05-25 12:45:44,主世界,UltimoFawn56770,-10291,69,-870,方块接受玩家互动,minecraft:dark_oak_door,-10292,68,-870,
2023-05-25 12:45:48,主世界,UltimoFawn56770,-10287,69,-868,使用物品点击方块,minecraft:furnace,-10285,67,-872,使用物品： 类型：
